t_s,phase,displayed_frames,published,dropped,mailbox_age_ms,upload_count,upload_sum_us,upload_max_ms,rss_kb,footprint_kb,exposed,degraded,producer_fps,producer_rendered,producer_failed
276.004,measure,13783,13784,0,0,13776,8168042,7.741,386184,1490764,1,0,49.95,13784,0
277.005,measure,13833,13834,0,0,13826,8199148,7.741,385016,1490764,1,0,50.05,13834,0
277.996,measure,13883,13883,0,13,13876,8230301,7.741,383856,1490764,1,0,50.00,13883,0
279.004,measure,13933,13934,0,0,13926,8261050,7.741,382704,1490764,1,0,50.00,13934,0
280.005,measure,13983,13984,0,1,13976,8292352,7.741,381552,1490764,1,0,50.00,13984,0
280.999,measure,14033,14033,0,15,14026,8322095,7.741,380416,1490764,1,0,50.00,14033,0
281.996,measure,14083,14083,0,12,14076,8351845,7.741,379308,1490764,1,0,49.95,14083,0
283.004,measure,14133,14134,0,0,14126,8382003,7.741,378172,1490764,1,0,50.10,14134,0
284.004,measure,14183,14184,0,0,14176,8411636,7.741,377064,1490764,1,0,50.00,14184,0
284.995,measure,14233,14233,0,11,14226,8441840,7.741,375944,1490764,1,0,50.00,14233,0
286.004,measure,14283,14284,0,0,14276,8472431,7.741,374824,1490764,1,0,50.00,14284,0
287.004,measure,14333,14334,0,0,14326,8502296,7.741,373700,1490764,1,0,49.95,14334,0
287.996,measure,14383,14383,0,12,14376,8531365,7.741,373928,1490788,1,0,50.00,14383,0
288.996,measure,14433,14433,0,12,14426,8561216,7.741,372812,1490788,1,0,50.00,14433,0
290.004,measure,14483,14484,0,0,14476,8590895,7.741,371808,1490788,1,0,50.00,14484,0
290.994,measure,14533,14533,0,10,14526,8620649,7.741,370688,1490788,1,0,50.00,14533,0
291.999,measure,14583,14583,0,15,14576,8650301,7.741,369576,1490788,1,0,50.00,14583,0
293.004,measure,14633,14634,0,0,14626,8680448,7.741,368464,1490788,1,0,50.00,14634,0
293.994,measure,14683,14683,0,11,14676,8709690,7.741,367356,1490788,1,0,50.00,14683,0
294.995,measure,14733,14733,0,10,14726,8739061,7.741,366252,1490788,1,0,50.05,14733,0
295.995,measure,14783,14783,0,11,14776,8768948,7.741,365164,1490788,1,0,49.95,14783,0
296.996,measure,14833,14833,0,14,14826,8800633,7.741,364068,1490788,1,0,50.00,14833,0
297.998,measure,14883,14883,0,16,14876,8831270,7.741,362972,1490788,1,0,50.00,14883,0
298.999,measure,14933,14933,0,16,14926,8860763,7.741,361888,1490788,1,0,50.00,14933,0
