t_s,phase,frame_number,interval_ms
50.273,warmup,2497,23.034
50.290,warmup,2498,17.050
50.310,warmup,2499,19.671
50.331,warmup,2500,21.697
50.349,warmup,2501,18.070
50.370,warmup,2502,20.396
50.391,warmup,2503,21.382
50.410,warmup,2504,18.788
50.429,warmup,2505,18.974
50.452,warmup,2506,23.568
50.469,warmup,2507,16.513
50.490,warmup,2508,20.729
50.509,warmup,2509,19.670
50.530,warmup,2510,20.434
50.554,warmup,2511,23.885
50.568,warmup,2512,14.674
50.589,warmup,2513,20.980
50.612,warmup,2514,22.961
50.629,warmup,2515,17.086
50.650,warmup,2516,20.719
50.672,warmup,2517,21.760
50.689,warmup,2518,16.823
50.709,warmup,2519,20.686
50.731,warmup,2520,21.953
50.750,warmup,2521,19.069
50.770,warmup,2522,19.910
50.789,warmup,2523,18.732
50.810,warmup,2524,21.080
50.834,warmup,2525,23.866
50.850,warmup,2526,15.961
50.870,warmup,2527,20.187
50.891,warmup,2528,21.276
50.914,warmup,2529,22.370
50.930,warmup,2530,16.276
50.952,warmup,2531,21.778
50.970,warmup,2532,18.271
50.991,warmup,2533,20.863
51.011,warmup,2534,20.066
51.030,warmup,2535,19.039
51.051,warmup,2536,20.764
51.068,warmup,2537,17.450
51.090,warmup,2538,21.293
51.114,warmup,2539,24.194
51.130,warmup,2540,16.026
51.150,warmup,2541,19.789
51.171,warmup,2542,21.904
51.189,warmup,2543,18.062
51.210,warmup,2544,20.148
51.232,warmup,2545,22.003
51.250,warmup,2546,18.031
51.270,warmup,2547,19.943
51.291,warmup,2548,20.967
51.308,warmup,2549,17.647
51.329,warmup,2550,20.840
51.348,warmup,2551,19.336
51.368,warmup,2552,19.968
51.394,warmup,2553,25.146
51.408,warmup,2554,14.943
51.429,warmup,2555,20.965
51.451,warmup,2556,22.064
51.469,warmup,2557,17.929
51.489,warmup,2558,20.064
51.512,warmup,2559,22.663
51.531,warmup,2560,18.762
51.549,warmup,2561,18.061
51.572,warmup,2562,22.619
51.591,warmup,2563,18.995
51.610,warmup,2564,19.704
51.629,warmup,2565,19.155
51.649,warmup,2566,19.968
51.674,warmup,2567,25.052
51.689,warmup,2568,14.264
51.710,warmup,2569,21.248
51.732,warmup,2570,21.752
51.750,warmup,2571,18.164
51.769,warmup,2572,18.767
51.792,warmup,2573,23.000
51.809,warmup,2574,17.634
51.829,warmup,2575,20.053
51.851,warmup,2576,21.317
51.871,warmup,2577,20.220
51.891,warmup,2578,19.949
51.910,warmup,2579,18.976
51.931,warmup,2580,21.113
51.954,warmup,2581,23.430
51.970,warmup,2582,15.533
51.990,warmup,2583,19.786
52.012,warmup,2584,22.525
52.030,warmup,2585,17.644
52.050,warmup,2586,19.814
52.073,warmup,2587,22.845
52.090,warmup,2588,17.234
52.110,warmup,2589,20.120
52.131,warmup,2590,20.899
52.150,warmup,2591,19.017
52.170,warmup,2592,19.939
52.189,warmup,2593,19.727
52.210,warmup,2594,20.079
52.234,warmup,2595,24.964
52.250,warmup,2596,15.126
52.271,warmup,2597,20.942
52.291,warmup,2598,20.934
52.309,warmup,2599,17.062
52.329,warmup,2600,20.799
52.352,warmup,2601,22.534
52.369,warmup,2602,17.395
52.389,warmup,2603,19.977
52.410,warmup,2604,21.102
52.429,warmup,2605,18.833
52.449,warmup,2606,19.826
52.470,warmup,2607,20.849
52.490,warmup,2608,20.174
52.516,warmup,2609,26.130
52.529,warmup,2610,12.971
52.551,warmup,2611,21.956
52.571,warmup,2612,20.366
52.590,warmup,2613,18.233
52.610,warmup,2614,20.564
52.632,warmup,2615,21.684
52.650,warmup,2616,17.931
52.669,warmup,2617,19.253
52.690,warmup,2618,20.792
52.711,warmup,2619,20.940
52.730,warmup,2620,19.070
52.750,warmup,2621,20.348
52.771,warmup,2622,20.761
52.794,warmup,2623,22.587
52.809,warmup,2624,15.686
52.828,warmup,2625,19.062
52.852,warmup,2626,23.424
52.869,warmup,2627,17.670
52.889,warmup,2628,19.232
52.912,warmup,2629,22.810
52.928,warmup,2630,16.977
52.949,warmup,2631,20.824
52.972,warmup,2632,22.230
52.990,warmup,2633,18.776
53.009,warmup,2634,19.133
53.029,warmup,2635,19.998
53.049,warmup,2636,19.936
53.074,warmup,2637,25.055
53.089,warmup,2638,14.980
53.111,warmup,2639,21.840
53.132,warmup,2640,20.601
53.150,warmup,2641,18.491
53.170,warmup,2642,19.158
53.192,warmup,2643,22.242
53.209,warmup,2644,17.712
53.230,warmup,2645,20.987
53.251,warmup,2646,20.972
53.269,warmup,2647,17.131
53.289,warmup,2648,20.851
53.310,warmup,2649,20.891
53.330,warmup,2650,19.759
53.355,warmup,2651,25.081
53.370,warmup,2652,14.867
53.390,warmup,2653,19.966
53.413,warmup,2654,22.703
53.430,warmup,2655,17.327
53.451,warmup,2656,21.021
53.473,warmup,2657,22.032
53.491,warmup,2658,17.938
53.511,warmup,2659,20.077
53.531,warmup,2660,19.592
53.549,warmup,2661,18.625
53.569,warmup,2662,19.724
53.589,warmup,2663,19.905
53.609,warmup,2664,20.483
53.633,warmup,2665,24.032
53.649,warmup,2666,15.789
53.669,warmup,2667,19.893
53.692,warmup,2668,23.125
53.710,warmup,2669,17.373
53.729,warmup,2670,19.459
53.752,warmup,2671,22.692
53.770,warmup,2672,18.410
53.790,warmup,2673,20.193
53.811,warmup,2674,20.904
53.828,warmup,2675,17.017
53.850,warmup,2676,21.926
53.869,warmup,2677,19.051
53.890,warmup,2678,21.037
53.913,warmup,2679,22.928
53.929,warmup,2680,16.163
53.949,warmup,2681,19.770
53.971,warmup,2682,21.829
53.989,warmup,2683,18.379
54.010,warmup,2684,20.787
54.031,warmup,2685,20.869
54.049,warmup,2686,18.145
54.069,warmup,2687,20.261
54.091,warmup,2688,22.030
54.109,warmup,2689,17.754
54.129,warmup,2690,20.051
54.148,warmup,2691,18.928
54.169,warmup,2692,21.096
54.194,warmup,2693,24.858
54.211,warmup,2694,16.904
54.228,warmup,2695,17.178
54.251,warmup,2696,22.864
54.268,warmup,2697,17.254
54.289,warmup,2698,20.967
54.311,warmup,2699,22.067
54.328,warmup,2700,16.834
54.350,warmup,2701,22.011
54.370,warmup,2702,20.017
54.389,warmup,2703,18.938
54.409,warmup,2704,20.034
54.428,warmup,2705,18.985
54.449,warmup,2706,21.261
54.473,warmup,2707,23.901
54.488,warmup,2708,14.925
54.511,warmup,2709,22.893
54.532,warmup,2710,20.945
54.548,warmup,2711,16.267
54.569,warmup,2712,20.265
54.592,warmup,2713,22.955
54.610,warmup,2714,18.175
54.630,warmup,2715,19.952
54.650,warmup,2716,20.325
54.670,warmup,2717,19.908
54.690,warmup,2718,19.977
54.709,warmup,2719,18.847
54.730,warmup,2720,20.974
54.754,warmup,2721,24.605
54.768,warmup,2722,13.998
54.789,warmup,2723,21.104
54.811,warmup,2724,21.345
54.830,warmup,2725,19.038
54.851,warmup,2726,20.770
54.871,warmup,2727,20.346
54.890,warmup,2728,19.040
54.910,warmup,2729,19.709
54.930,warmup,2730,20.043
54.950,warmup,2731,20.012
54.969,warmup,2732,19.413
54.989,warmup,2733,19.471
55.010,warmup,2734,21.127
55.033,warmup,2735,23.584
55.049,warmup,2736,15.306
55.070,warmup,2737,21.095
55.091,warmup,2738,21.518
55.110,warmup,2739,18.538
55.129,warmup,2740,18.840
55.151,warmup,2741,22.533
55.171,warmup,2742,19.584
55.190,warmup,2743,18.971
55.210,warmup,2744,19.991
55.230,warmup,2745,19.926
55.250,warmup,2746,20.213
55.270,warmup,2747,19.865
55.291,warmup,2748,20.928
55.313,warmup,2749,22.538
55.328,warmup,2750,15.079
55.351,warmup,2751,22.634
55.371,warmup,2752,19.976
55.390,warmup,2753,19.045
55.410,warmup,2754,20.089
55.432,warmup,2755,21.963
55.450,warmup,2756,18.010
55.471,warmup,2757,20.757
55.490,warmup,2758,19.147
55.511,warmup,2759,21.417
55.530,warmup,2760,18.619
55.550,warmup,2761,19.611
55.569,warmup,2762,19.867
55.594,warmup,2763,24.558
55.609,warmup,2764,14.721
55.629,warmup,2765,20.554
55.652,warmup,2766,22.364
55.670,warmup,2767,18.108
55.690,warmup,2768,19.812
55.711,warmup,2769,21.565
55.729,warmup,2770,17.509
55.749,warmup,2771,20.269
55.771,warmup,2772,22.561
55.791,warmup,2773,19.178
55.809,warmup,2774,17.932
55.830,warmup,2775,21.823
55.850,warmup,2776,19.924
55.873,warmup,2777,22.719
55.887,warmup,2778,14.324
55.909,warmup,2779,21.781
55.931,warmup,2780,21.970
55.948,warmup,2781,17.294
55.969,warmup,2782,20.358
55.991,warmup,2783,22.289
56.010,warmup,2784,18.462
56.030,warmup,2785,20.093
56.052,warmup,2786,21.963
56.070,warmup,2787,18.123
56.089,warmup,2788,19.398
56.109,warmup,2789,19.507
56.129,warmup,2790,20.097
56.154,warmup,2791,24.905
56.169,warmup,2792,15.690
56.190,warmup,2793,20.325
56.211,warmup,2794,21.601
56.230,warmup,2795,18.607
56.249,warmup,2796,18.855
56.271,warmup,2797,22.114
56.289,warmup,2798,18.106
56.310,warmup,2799,20.859
56.331,warmup,2800,20.782
56.351,warmup,2801,20.138
56.370,warmup,2802,19.806
56.389,warmup,2803,18.155
56.409,warmup,2804,19.983
56.434,warmup,2805,24.935
56.449,warmup,2806,15.155
56.470,warmup,2807,21.021
56.492,warmup,2808,22.043
56.510,warmup,2809,17.755
56.530,warmup,2810,20.230
56.552,warmup,2811,22.268
56.570,warmup,2812,17.664
56.590,warmup,2813,19.986
56.610,warmup,2814,20.352
56.631,warmup,2815,20.558
56.650,warmup,2816,19.343
56.669,warmup,2817,19.109
56.689,warmup,2818,20.442
56.714,warmup,2819,24.697
56.729,warmup,2820,15.122
56.750,warmup,2821,21.008
56.772,warmup,2822,21.548
56.789,warmup,2823,17.516
56.810,warmup,2824,20.158
56.831,warmup,2825,21.295
56.850,warmup,2826,19.273
56.869,warmup,2827,19.188
56.891,warmup,2828,21.953
56.909,warmup,2829,17.952
56.929,warmup,2830,20.061
56.949,warmup,2831,19.872
56.970,warmup,2832,20.411
56.993,warmup,2833,23.788
57.009,warmup,2834,15.191
57.030,warmup,2835,21.332
57.052,warmup,2836,21.705
57.069,warmup,2837,17.959
57.089,warmup,2838,19.966
57.111,warmup,2839,21.384
57.129,warmup,2840,18.617
57.149,warmup,2841,20.015
57.171,warmup,2842,21.061
57.189,warmup,2843,18.864
57.210,warmup,2844,20.106
57.228,warmup,2845,18.909
57.250,warmup,2846,21.718
57.273,warmup,2847,23.238
57.289,warmup,2848,16.071
57.310,warmup,2849,20.808
57.331,warmup,2850,21.214
57.350,warmup,2851,18.629
57.370,warmup,2852,19.907
57.391,warmup,2853,21.464
57.410,warmup,2854,18.635
57.431,warmup,2855,21.014
57.449,warmup,2856,17.765
57.469,warmup,2857,19.887
57.490,warmup,2858,21.010
57.509,warmup,2859,18.922
57.530,warmup,2860,21.154
57.554,warmup,2861,23.678
57.569,warmup,2862,15.337
57.590,warmup,2863,20.832
57.612,warmup,2864,21.838
57.630,warmup,2865,18.107
57.650,warmup,2866,20.329
57.672,warmup,2867,21.567
57.689,warmup,2868,17.545
57.711,warmup,2869,21.842
57.731,warmup,2870,20.045
57.751,warmup,2871,20.030
57.770,warmup,2872,19.451
57.790,warmup,2873,19.295
57.810,warmup,2874,20.288
57.833,warmup,2875,22.985
57.849,warmup,2876,16.374
57.869,warmup,2877,19.203
57.891,warmup,2878,22.786
57.909,warmup,2879,18.084
57.930,warmup,2880,20.041
57.951,warmup,2881,21.294
57.971,warmup,2882,19.963
57.989,warmup,2883,17.915
58.012,warmup,2884,23.701
58.030,warmup,2885,17.300
58.048,warmup,2886,18.480
58.069,warmup,2887,21.119
58.090,warmup,2888,20.438
58.114,warmup,2889,23.906
58.127,warmup,2890,13.671
58.149,warmup,2891,22.096
58.171,warmup,2892,22.088
58.189,warmup,2893,17.802
58.209,warmup,2894,20.155
58.230,warmup,2895,20.952
58.251,warmup,2896,20.172
58.269,warmup,2897,18.733
58.292,warmup,2898,22.405
58.310,warmup,2899,18.734
58.330,warmup,2900,19.547
58.349,warmup,2901,19.098
58.370,warmup,2902,20.936
58.394,warmup,2903,24.054
58.408,warmup,2904,13.920
58.430,warmup,2905,22.026
58.452,warmup,2906,21.990
58.469,warmup,2907,17.247
58.489,warmup,2908,20.170
58.513,warmup,2909,23.764
58.530,warmup,2910,16.427
58.550,warmup,2911,20.061
58.571,warmup,2912,21.510
58.589,warmup,2913,17.550
58.609,warmup,2914,20.724
58.630,warmup,2915,20.340
58.650,warmup,2916,20.154
58.674,warmup,2917,24.107
58.688,warmup,2918,14.016
58.710,warmup,2919,21.730
58.732,warmup,2920,21.985
58.750,warmup,2921,18.596
58.769,warmup,2922,19.041
58.791,warmup,2923,21.954
58.810,warmup,2924,18.142
58.829,warmup,2925,19.126
58.851,warmup,2926,22.406
58.869,warmup,2927,18.146
58.888,warmup,2928,18.862
58.908,warmup,2929,20.253
58.929,warmup,2930,20.838
58.953,warmup,2931,24.014
58.969,warmup,2932,15.982
58.990,warmup,2933,20.496
59.012,warmup,2934,22.155
59.029,warmup,2935,16.967
59.051,warmup,2936,22.035
59.071,warmup,2937,20.403
59.091,warmup,2938,19.505
59.110,warmup,2939,19.131
59.130,warmup,2940,19.872
59.150,warmup,2941,20.012
59.170,warmup,2942,20.070
59.189,warmup,2943,18.986
59.210,warmup,2944,21.121
59.235,warmup,2945,24.769
59.250,warmup,2946,15.219
59.270,warmup,2947,19.864
59.291,warmup,2948,21.723
59.309,warmup,2949,17.937
59.329,warmup,2950,19.971
59.351,warmup,2951,21.897
59.369,warmup,2952,17.948
59.390,warmup,2953,20.335
59.410,warmup,2954,20.898
59.429,warmup,2955,18.832
59.450,warmup,2956,21.085
59.468,warmup,2957,17.932
59.489,warmup,2958,21.174
59.514,warmup,2959,24.672
59.529,warmup,2960,14.901
59.552,warmup,2961,23.093
59.572,warmup,2962,19.522
59.590,warmup,2963,18.809
59.610,warmup,2964,19.314
59.631,warmup,2965,21.580
59.649,warmup,2966,18.034
59.670,warmup,2967,21.047
59.690,warmup,2968,19.210
59.708,warmup,2969,18.734
59.730,warmup,2970,22.020
59.750,warmup,2971,19.346
59.769,warmup,2972,19.184
59.793,warmup,2973,24.372
59.811,warmup,2974,17.344
59.829,warmup,2975,18.520
59.852,warmup,2976,22.583
59.870,warmup,2977,18.138
59.890,warmup,2978,19.826
59.912,warmup,2979,21.900
59.930,warmup,2980,18.064
59.950,warmup,2981,20.167
59.970,warmup,2982,19.982
59.990,warmup,2983,19.960
60.019,warmup,2984,29.162
60.029,warmup,2985,9.880
60.050,warmup,2986,21.151
60.074,warmup,2987,24.006
60.090,warmup,2988,15.493
60.110,warmup,2989,20.108
60.132,warmup,2990,22.117
60.150,warmup,2991,17.872
60.170,warmup,2992,20.859
60.191,warmup,2993,20.458
60.210,warmup,2994,18.595
60.229,warmup,2995,19.691
60.250,warmup,2996,21.173
60.269,warmup,2997,19.110
60.290,warmup,2998,20.683
60.308,warmup,2999,17.446
60.330,warmup,3000,21.974
60.355,warmup,3001,24.973
60.369,warmup,3002,14.055
60.389,warmup,3003,20.086
60.412,warmup,3004,22.837
60.429,warmup,3005,17.141
60.449,warmup,3006,20.413
60.471,warmup,3007,21.618
60.489,warmup,3008,18.002
60.511,warmup,3009,22.301
60.532,warmup,3010,20.830
60.549,warmup,3011,17.021
60.569,warmup,3012,20.473
60.590,warmup,3013,20.246
60.610,warmup,3014,20.012
60.634,warmup,3015,24.532
60.650,warmup,3016,16.104
60.670,warmup,3017,20.134
60.691,warmup,3018,20.958
60.709,warmup,3019,17.932
60.730,warmup,3020,20.565
60.751,warmup,3021,21.195
60.769,warmup,3022,18.310
60.790,warmup,3023,20.205
60.811,warmup,3024,21.263
60.829,warmup,3025,18.663
60.850,warmup,3026,20.449
60.868,warmup,3027,18.284
60.890,warmup,3028,21.327
60.914,warmup,3029,24.116
60.928,warmup,3030,14.424
60.949,warmup,3031,21.090
60.971,warmup,3032,21.814
60.989,warmup,3033,17.924
61.009,warmup,3034,20.246
61.030,warmup,3035,20.997
61.049,warmup,3036,19.305
61.069,warmup,3037,20.003
61.092,warmup,3038,22.066
61.109,warmup,3039,17.162
61.128,warmup,3040,19.710
61.148,warmup,3041,20.073
61.169,warmup,3042,21.009
61.193,warmup,3043,23.915
61.208,warmup,3044,15.120
61.230,warmup,3045,21.534
61.251,warmup,3046,20.896
61.268,warmup,3047,17.135
61.289,warmup,3048,21.023
61.311,warmup,3049,21.851
61.331,warmup,3050,19.708
61.351,warmup,3051,20.044
61.371,warmup,3052,19.907
61.390,warmup,3053,19.120
61.410,warmup,3054,19.988
61.429,warmup,3055,18.979
61.450,warmup,3056,21.040
61.473,warmup,3057,23.731
61.490,warmup,3058,16.305
61.511,warmup,3059,21.138
61.532,warmup,3060,21.163
61.550,warmup,3061,17.630
61.570,warmup,3062,19.923
61.592,warmup,3063,22.529
61.609,warmup,3064,16.594
61.629,warmup,3065,20.281
61.650,warmup,3066,21.228
61.671,warmup,3067,20.493
61.689,warmup,3068,18.062
61.709,warmup,3069,20.169
61.730,warmup,3070,20.832
61.755,warmup,3071,25.212
61.770,warmup,3072,14.909
61.789,warmup,3073,18.707
61.811,warmup,3074,22.775
61.830,warmup,3075,18.187
61.849,warmup,3076,19.370
61.870,warmup,3077,21.362
61.889,warmup,3078,18.792
61.908,warmup,3079,18.846
61.930,warmup,3080,22.239
61.949,warmup,3081,18.809
61.968,warmup,3082,19.149
61.989,warmup,3083,20.897
62.009,warmup,3084,20.026
62.033,warmup,3085,24.062
62.048,warmup,3086,14.862
62.069,warmup,3087,21.361
62.091,warmup,3088,21.468
62.109,warmup,3089,18.261
62.130,warmup,3090,21.047
62.150,warmup,3091,20.102
62.169,warmup,3092,19.030
62.188,warmup,3093,18.677
62.210,warmup,3094,22.305
62.229,warmup,3095,18.749
62.249,warmup,3096,20.091
62.268,warmup,3097,18.996
62.290,warmup,3098,21.892
62.309,warmup,3099,19.149
62.330,warmup,3100,20.403
62.379,warmup,3102,49.089
62.390,warmup,3103,11.297
62.411,warmup,3104,20.698
62.432,warmup,3105,20.942
62.451,warmup,3106,19.249
62.470,warmup,3107,18.806
62.491,warmup,3108,21.387
62.512,warmup,3109,21.284
62.536,warmup,3110,23.910
62.559,warmup,3111,22.911
62.578,warmup,3112,18.685
62.598,warmup,3113,20.608
62.614,warmup,3114,15.724
62.630,warmup,3115,16.235
62.655,warmup,3116,24.706
62.670,warmup,3117,15.240
62.690,warmup,3118,19.574
62.713,warmup,3119,23.570
62.731,warmup,3120,17.496
62.750,warmup,3121,18.934
62.772,warmup,3122,22.360
62.791,warmup,3123,18.277
62.811,warmup,3124,20.274
62.830,warmup,3125,19.373
62.850,warmup,3126,20.046
62.874,warmup,3127,23.770
62.889,warmup,3128,15.247
62.910,warmup,3129,20.431
62.932,warmup,3130,22.556
62.949,warmup,3131,16.943
62.969,warmup,3132,20.047
62.990,warmup,3133,21.132
63.009,warmup,3134,18.878
63.028,warmup,3135,19.010
63.049,warmup,3136,20.933
63.070,warmup,3137,21.085
63.089,warmup,3138,18.844
63.108,warmup,3139,19.187
63.128,warmup,3140,19.943
63.152,warmup,3141,24.269
63.169,warmup,3142,16.668
63.189,warmup,3143,20.129
63.210,warmup,3144,20.767
63.230,warmup,3145,19.680
63.250,warmup,3146,19.814
63.270,warmup,3147,20.086
63.289,warmup,3148,19.673
63.310,warmup,3149,20.243
63.332,warmup,3150,22.239
63.350,warmup,3151,18.717
63.369,warmup,3152,18.660
63.390,warmup,3153,20.478
63.409,warmup,3154,18.912
63.433,warmup,3155,24.298
63.450,warmup,3156,17.072
63.470,warmup,3157,20.344
63.491,warmup,3158,21.020
63.510,warmup,3159,19.123
63.531,warmup,3160,20.672
63.552,warmup,3161,20.822
63.571,warmup,3162,18.653
63.591,warmup,3163,20.418
63.610,warmup,3164,18.886
63.630,warmup,3165,19.768
63.648,warmup,3166,18.883
63.670,warmup,3167,21.234
63.689,warmup,3168,19.499
63.713,warmup,3169,24.161
63.730,warmup,3170,16.360
63.749,warmup,3171,19.470
63.770,warmup,3172,21.143
63.790,warmup,3173,19.338
63.810,warmup,3174,20.451
63.831,warmup,3175,20.969
63.850,warmup,3176,18.612
63.871,warmup,3177,20.801
63.890,warmup,3178,19.189
63.910,warmup,3179,20.404
63.929,warmup,3180,19.333
63.948,warmup,3181,18.939
63.969,warmup,3182,20.718
63.993,warmup,3183,24.090
64.008,warmup,3184,14.899
64.029,warmup,3185,21.327
64.051,warmup,3186,21.853
64.071,warmup,3187,19.435
64.091,warmup,3188,20.198
64.111,warmup,3189,19.870
64.131,warmup,3190,20.053
64.151,warmup,3191,20.216
64.170,warmup,3192,19.063
64.191,warmup,3193,20.808
64.210,warmup,3194,19.069
64.229,warmup,3195,18.994
64.250,warmup,3196,20.940
64.273,warmup,3197,23.214
64.303,warmup,3198,30.317
64.309,warmup,3199,5.253
64.331,warmup,3200,22.159
64.349,warmup,3201,18.125
64.370,warmup,3202,20.788
64.391,warmup,3203,21.088
64.411,warmup,3204,19.863
64.430,warmup,3205,19.126
64.451,warmup,3206,20.848
64.471,warmup,3207,19.862
64.497,warmup,3208,26.350
64.510,warmup,3209,12.829
64.530,warmup,3210,20.643
64.553,warmup,3211,23.047
64.570,warmup,3212,16.286
64.591,warmup,3213,21.131
64.611,warmup,3214,20.121
64.628,warmup,3215,17.516
64.651,warmup,3216,22.157
64.671,warmup,3217,20.392
64.691,warmup,3218,19.880
64.710,warmup,3219,18.583
64.731,warmup,3220,21.032
64.750,warmup,3221,19.267
64.770,warmup,3222,19.723
64.790,warmup,3223,20.378
64.811,warmup,3224,20.595
64.833,warmup,3225,22.406
64.848,warmup,3226,15.565
64.869,warmup,3227,20.686
64.893,warmup,3228,23.538
64.911,warmup,3229,18.312
64.930,warmup,3230,19.212
64.953,warmup,3231,23.089
64.971,warmup,3232,17.804
64.991,warmup,3233,19.815
65.012,warmup,3234,21.165
65.030,warmup,3235,18.109
65.050,warmup,3236,19.878
65.070,warmup,3237,19.919
65.090,warmup,3238,19.905
65.113,warmup,3239,23.391
65.130,warmup,3240,16.900
65.151,warmup,3241,20.763
65.172,warmup,3242,20.945
65.194,warmup,3243,22.018
65.195,warmup,3243,1.117
65.199,warmup,3243,3.789
65.205,warmup,3243,5.724
65.209,warmup,3244,4.457
65.211,warmup,3244,1.809
65.214,warmup,3244,3.372
65.218,warmup,3244,3.672
65.247,warmup,3244,28.858
65.254,warmup,3246,6.923
65.267,warmup,3246,13.385
65.267,warmup,3246,0.280
65.274,warmup,3247,6.847
65.276,warmup,3247,1.825
65.297,warmup,3247,20.806
65.297,warmup,3247,0.288
65.328,warmup,3249,30.761
65.330,warmup,3250,2.424
65.347,warmup,3250,17.087
65.352,warmup,3250,4.410
65.367,warmup,3251,15.497
65.368,warmup,3251,0.281
65.388,warmup,3252,20.798
65.393,warmup,3252,4.868
65.408,warmup,3253,14.565
65.408,warmup,3253,0.287
65.428,warmup,3254,19.651
65.428,warmup,3254,0.287
65.448,warmup,3255,19.814
65.452,warmup,3255,4.322
65.469,warmup,3256,16.785
65.469,warmup,3256,0.286
65.488,warmup,3257,19.020
65.489,warmup,3257,0.315
65.508,warmup,3258,19.496
65.513,warmup,3258,4.703
65.528,warmup,3259,15.755
65.529,warmup,3259,0.308
65.549,warmup,3260,19.728
65.549,warmup,3260,0.305
65.568,warmup,3261,18.775
65.572,warmup,3261,4.434
65.588,warmup,3262,15.519
65.588,warmup,3262,0.285
65.608,warmup,3263,20.172
65.608,warmup,3263,0.299
65.628,warmup,3264,19.727
65.633,warmup,3264,4.471
65.647,warmup,3265,14.990
65.648,warmup,3265,0.279
65.667,warmup,3266,19.660
65.674,warmup,3267,6.769
65.690,warmup,3268,16.003
65.709,warmup,3269,19.231
65.731,warmup,3270,21.493
65.749,warmup,3271,18.047
65.769,warmup,3272,20.405
65.790,warmup,3273,20.767
65.810,warmup,3274,19.816
65.830,warmup,3275,20.193
65.851,warmup,3276,20.369
65.870,warmup,3277,18.976
65.889,warmup,3278,19.601
65.909,warmup,3279,20.038
65.928,warmup,3280,18.834
65.954,warmup,3281,25.528
65.971,warmup,3282,17.106
65.991,warmup,3283,20.124
66.012,warmup,3284,21.123
66.034,warmup,3285,22.419
66.051,warmup,3286,16.498
66.071,warmup,3287,19.978
66.090,warmup,3288,19.113
66.109,warmup,3289,18.950
66.130,warmup,3290,20.831
66.150,warmup,3291,20.083
66.170,warmup,3292,20.153
66.189,warmup,3293,18.895
66.210,warmup,3294,20.860
66.233,warmup,3295,23.197
66.250,warmup,3296,16.881
66.271,warmup,3297,20.942
66.291,warmup,3298,19.864
66.310,warmup,3299,19.218
66.329,warmup,3300,18.961
66.351,warmup,3301,22.735
66.369,warmup,3302,17.253
66.390,warmup,3303,21.633
66.409,warmup,3304,18.680
66.429,warmup,3305,20.390
66.450,warmup,3306,20.971
66.470,warmup,3307,19.384
66.489,warmup,3308,19.163
66.514,warmup,3309,24.594
66.531,warmup,3310,17.643
66.551,warmup,3311,19.929
66.571,warmup,3312,20.335
66.589,warmup,3313,17.411
66.609,warmup,3314,20.479
66.631,warmup,3315,21.623
66.650,warmup,3316,19.337
66.671,warmup,3317,20.454
66.691,warmup,3318,20.158
66.709,warmup,3319,18.397
66.731,warmup,3320,22.161
66.750,warmup,3321,18.615
66.770,warmup,3322,19.664
66.795,warmup,3323,25.401
66.810,warmup,3324,14.596
66.830,warmup,3325,20.063
66.851,warmup,3326,21.614
66.869,warmup,3327,17.858
66.889,warmup,3328,19.277
66.910,warmup,3329,21.757
66.930,warmup,3330,19.342
66.950,warmup,3331,19.961
66.971,warmup,3332,21.173
66.989,warmup,3333,17.784
67.010,warmup,3334,21.084
67.029,warmup,3335,18.959
67.050,warmup,3336,21.060
67.072,warmup,3337,22.483
67.089,warmup,3338,17.127
67.109,warmup,3339,20.201
67.131,warmup,3340,21.074
67.148,warmup,3341,17.714
67.169,warmup,3342,21.095
67.191,warmup,3343,21.505
67.210,warmup,3344,19.062
67.230,warmup,3345,19.863
67.249,warmup,3346,19.160
67.270,warmup,3347,20.944
67.290,warmup,3348,19.933
67.308,warmup,3349,18.598
67.328,warmup,3350,20.038
67.353,warmup,3351,25.040
67.369,warmup,3352,15.868
67.390,warmup,3353,20.225
67.410,warmup,3354,20.902
67.429,warmup,3355,18.892
67.449,warmup,3356,19.334
67.471,warmup,3357,21.899
67.489,warmup,3358,18.005
67.509,warmup,3359,20.209
67.532,warmup,3360,22.862
67.550,warmup,3361,18.171
67.569,warmup,3362,19.424
67.588,warmup,3363,19.208
67.611,warmup,3364,22.207
67.633,warmup,3365,22.577
67.649,warmup,3366,16.145
67.670,warmup,3367,20.541
67.691,warmup,3368,20.665
67.711,warmup,3369,19.929
67.730,warmup,3370,19.062
67.751,warmup,3371,21.283
67.771,warmup,3372,19.659
67.792,warmup,3373,21.679
67.811,warmup,3374,18.595
67.829,warmup,3375,17.998
67.851,warmup,3376,21.767
67.869,warmup,3377,18.890
67.890,warmup,3378,20.318
67.913,warmup,3379,23.278
67.930,warmup,3380,16.583
67.949,warmup,3381,19.668
67.971,warmup,3382,21.337
67.989,warmup,3383,18.651
68.009,warmup,3384,20.144
68.030,warmup,3385,20.271
68.049,warmup,3386,19.663
68.070,warmup,3387,21.009
68.089,warmup,3388,18.917
68.109,warmup,3389,20.122
68.130,warmup,3390,20.880
68.150,warmup,3391,20.089
68.169,warmup,3392,19.013
68.193,warmup,3393,23.136
68.209,warmup,3394,16.861
68.229,warmup,3395,19.820
68.251,warmup,3396,21.647
68.269,warmup,3397,18.529
68.289,warmup,3398,19.965
68.310,warmup,3399,20.832
68.329,warmup,3400,18.768
68.351,warmup,3401,22.213
68.370,warmup,3402,18.809
