t_s,phase,displayed_frames,published,dropped,mailbox_age_ms,upload_count,upload_sum_us,upload_max_ms,rss_kb,footprint_kb,exposed,degraded,producer_fps,producer_rendered,producer_failed
638.997,warmup,31933,31933,0,13,31931,19002878,3.871,178568,1490660,1,0,50.00,31933,0
639.993,warmup,31983,31983,0,7,31981,19032837,3.871,178576,1490660,1,0,50.00,31983,0
640.993,warmup,32033,32033,0,9,32031,19063430,3.871,178588,1490660,1,0,50.00,32033,0
641.991,warmup,32083,32083,0,7,32081,19093197,3.871,178596,1490660,1,0,49.95,32083,0
642.997,warmup,32133,32133,0,12,32131,19123374,3.871,178600,1490660,1,0,50.05,32133,0
643.996,warmup,32183,32183,0,12,32181,19153274,3.871,178608,1490660,1,0,50.00,32183,0
644.991,warmup,32233,32233,0,6,32231,19182825,3.871,178620,1490660,1,0,50.00,32233,0
645.997,warmup,32283,32283,0,14,32281,19212520,3.871,178628,1490660,1,0,50.05,32283,0
646.997,warmup,32333,32333,0,13,32331,19242388,3.871,178632,1490660,1,0,50.00,32333,0
647.997,warmup,32383,32383,0,14,32381,19272030,3.871,178640,1490660,1,0,50.00,32383,0
648.991,warmup,32433,32433,0,9,32431,19301914,3.871,178656,1490660,1,0,50.00,32433,0
649.995,warmup,32483,32483,0,12,32481,19332239,3.871,178584,1490660,1,0,50.00,32483,0
650.997,warmup,32533,32533,0,12,32531,19362012,3.871,178596,1490660,1,0,50.00,32533,0
651.996,warmup,32583,32583,0,12,32581,19391780,3.871,178604,1490660,1,0,49.95,32583,0
652.996,warmup,32633,32633,0,13,32631,19422541,3.871,178616,1490660,1,0,50.00,32633,0
653.992,warmup,32683,32683,0,7,32681,19452778,3.871,178628,1490660,1,0,49.95,32683,0
654.997,warmup,32733,32733,0,14,32731,19482987,3.871,178604,1490660,1,0,49.95,32733,0
655.992,warmup,32783,32783,0,9,32781,19513309,3.871,178284,1490660,1,0,50.05,32783,0
656.997,warmup,32833,32833,0,13,32831,19543241,3.871,178292,1490660,1,0,50.05,32833,0
657.998,warmup,32883,32883,0,15,32881,19572992,3.871,178300,1490660,1,0,49.95,32883,0
658.997,warmup,32933,32933,0,14,32931,19602624,3.871,178312,1490660,1,0,50.05,32933,0
659.994,warmup,32983,32983,0,10,32981,19632078,3.871,178320,1490660,1,0,50.00,32983,0
660.997,warmup,33033,33033,0,13,33031,19662250,3.871,178336,1490660,1,0,50.00,33033,0
661.997,warmup,33083,33083,0,14,33081,19692307,3.871,178344,1490660,1,0,50.00,33083,0
662.992,warmup,33133,33133,0,7,33131,19722694,3.871,178348,1490660,1,0,49.95,33133,0
663.997,warmup,33183,33183,0,14,33181,19752916,3.871,178352,1490660,1,0,50.00,33183,0
664.997,warmup,33233,33233,0,13,33231,19783116,3.871,178352,1490660,1,0,50.00,33233,0
665.994,warmup,33283,33283,0,11,33281,19812855,3.871,178356,1490660,1,0,50.00,33283,0
666.997,warmup,33333,33333,0,13,33331,19843050,3.871,178356,1490660,1,0,50.00,33333,0
667.997,warmup,33383,33383,0,14,33381,19872919,3.871,178356,1490660,1,0,50.00,33383,0
668.996,warmup,33433,33433,0,13,33431,19902801,3.871,178360,1490660,1,0,50.00,33433,0
669.992,warmup,33483,33483,0,9,33481,19933142,3.871,178360,1490660,1,0,50.05,33483,0
670.997,warmup,33533,33533,0,14,33531,19962871,3.871,178364,1490660,1,0,50.00,33533,0
671.997,warmup,33583,33583,0,13,33581,19992414,3.871,178368,1490660,1,0,50.00,33583,0
672.992,warmup,33633,33633,0,8,33631,20022046,3.871,178368,1490660,1,0,49.95,33633,0
673.996,warmup,33683,33683,0,12,33681,20051449,3.871,178352,1490660,1,0,50.00,33683,0
674.997,warmup,33733,33733,0,12,33731,20081148,3.871,178080,1490660,1,0,50.00,33733,0
675.991,warmup,33783,33783,0,7,33781,20110834,3.871,178012,1490660,1,0,50.00,33783,0
676.992,warmup,33833,33833,0,7,33831,20140655,3.871,178008,1490660,1,0,49.95,33833,0
677.995,warmup,33883,33883,0,11,33881,20170620,3.871,177964,1490660,1,0,50.05,33883,0
678.997,warmup,33933,33933,0,12,33931,20200513,3.871,177968,1490660,1,0,50.00,33933,0
679.997,warmup,33983,33983,0,13,33981,20230760,3.871,177872,1490660,1,0,50.00,33983,0
680.994,warmup,34033,34033,0,10,34031,20260938,3.871,177868,1490660,1,0,50.00,34033,0
681.992,warmup,34083,34083,0,6,34081,20290337,3.871,177868,1490660,1,0,50.00,34083,0
682.992,warmup,34133,34133,0,8,34131,20320846,3.871,177788,1490660,1,0,50.00,34133,0
683.992,warmup,34183,34183,0,7,34181,20350710,3.871,177552,1490660,1,0,50.00,34183,0
684.992,warmup,34233,34233,0,8,34231,20380926,3.871,177572,1490660,1,0,50.00,34233,0
685.993,warmup,34283,34283,0,10,34281,20410704,3.871,176916,1490660,1,0,50.00,34283,0
686.996,warmup,34333,34333,0,12,34331,20440685,3.871,176296,1490660,1,0,50.00,34333,0
687.994,warmup,34383,34383,0,11,34381,20470605,3.871,176236,1490660,1,0,50.00,34383,0
688.992,warmup,34433,34433,0,6,34431,20500594,3.871,176220,1490660,1,0,50.00,34433,0
689.993,warmup,34483,34483,0,8,34481,20530178,3.871,175344,1490660,1,0,50.05,34483,0
690.991,warmup,34533,34533,0,7,34531,20559973,3.871,175352,1490660,1,0,50.00,34533,0
691.992,warmup,34583,34583,0,7,34581,20589805,3.871,175360,1490660,1,0,49.90,34583,0
692.997,warmup,34633,34633,0,13,34631,20619257,3.871,175372,1490660,1,0,50.05,34633,0
693.993,warmup,34683,34683,0,9,34681,20648579,3.871,175380,1490660,1,0,49.95,34683,0
694.997,warmup,34733,34733,0,13,34731,20677860,3.871,175400,1490660,1,0,50.00,34733,0
695.992,warmup,34783,34783,0,8,34781,20707320,3.871,175408,1490660,1,0,50.00,34783,0
696.993,warmup,34833,34833,0,10,34831,20737828,3.871,175412,1490660,1,0,50.05,34833,0
697.992,warmup,34883,34883,0,8,34881,20767609,3.871,175424,1490660,1,0,50.10,34883,0
698.997,warmup,34933,34933,0,14,34931,20797626,3.871,175432,1490660,1,0,49.90,34933,0
699.992,warmup,34983,34983,0,7,34981,20827349,3.871,175440,1490660,1,0,50.00,34983,0
700.997,warmup,35033,35033,0,13,35031,20856895,3.871,175444,1490660,1,0,50.05,35033,0
701.997,warmup,35083,35083,0,12,35081,20886363,3.871,175456,1490660,1,0,49.95,35083,0
702.992,warmup,35133,35133,0,6,35131,20916063,3.871,175464,1490660,1,0,50.05,35133,0
703.995,warmup,35183,35183,0,11,35181,20945766,3.871,175472,1490660,1,0,49.95,35183,0
704.992,warmup,35233,35233,0,8,35231,20975628,3.871,175480,1490660,1,0,50.05,35233,0
705.997,warmup,35283,35283,0,14,35281,21005518,3.871,175492,1490660,1,0,49.95,35283,0
706.992,warmup,35333,35333,0,9,35331,21035043,3.871,175500,1490660,1,0,50.05,35333,0
707.995,warmup,35383,35383,0,12,35381,21065513,3.871,175484,1490660,1,0,50.00,35383,0
708.993,warmup,35433,35433,0,10,35431,21095027,3.871,174920,1490660,1,0,50.00,35433,0
709.997,warmup,35483,35483,0,14,35481,21125334,3.871,174376,1490660,1,0,50.00,35483,0
710.991,warmup,35533,35533,0,8,35531,21155652,3.871,174364,1490660,1,0,49.95,35533,0
711.991,warmup,35583,35583,0,8,35581,21185983,3.871,174268,1490660,1,0,50.05,35583,0
712.997,warmup,35633,35633,0,13,35631,21215814,3.871,174868,1490660,1,0,49.95,35633,0
713.997,warmup,35683,35683,0,13,35681,21245629,3.871,174792,1490660,1,0,50.00,35683,0
714.997,warmup,35733,35733,0,14,35731,21275551,3.871,174428,1490660,1,0,50.05,35733,0
715.997,warmup,35783,35783,0,14,35781,21305608,3.871,173576,1490660,1,0,50.00,35783,0
716.992,warmup,35833,35833,0,8,35831,21335351,3.871,172452,1490660,1,0,49.95,35833,0
717.994,warmup,35883,35883,0,12,35881,21365277,3.871,172424,1490660,1,0,50.00,35883,0
718.992,warmup,35933,35933,0,8,35931,21394728,3.871,172028,1490660,1,0,50.00,35933,0
719.996,warmup,35983,35983,0,13,35981,21424820,3.871,171012,1490660,1,0,50.05,35983,0
720.996,warmup,36033,36033,0,13,36031,21454732,3.871,170672,1490660,1,0,50.00,36033,0
721.997,warmup,36083,36083,0,14,36081,21484648,3.871,170116,1490660,1,0,49.95,36083,0
722.996,warmup,36133,36133,0,12,36131,21514470,3.871,169136,1490660,1,0,50.00,36133,0
723.992,warmup,36183,36183,0,7,36181,21544396,3.871,168904,1490660,1,0,49.90,36183,0
724.992,warmup,36233,36233,0,8,36231,21574100,3.871,172628,1490628,1,0,50.10,36233,0
725.992,warmup,36283,36283,0,8,36281,21604323,3.871,172636,1490628,1,0,50.00,36283,0
726.997,warmup,36333,36333,0,13,36331,21634172,3.871,172644,1490628,1,0,50.00,36333,0
727.996,warmup,36383,36383,0,12,36381,21664438,3.871,172652,1490628,1,0,50.05,36383,0
728.996,warmup,36433,36433,0,12,36431,21694277,3.871,172660,1490628,1,0,49.95,36433,0
729.996,warmup,36483,36483,0,12,36481,21724694,3.871,172672,1490628,1,0,50.00,36483,0
730.995,warmup,36533,36533,0,10,36531,21754756,3.871,172680,1490628,1,0,49.95,36533,0
731.992,warmup,36583,36583,0,8,36581,21784951,3.871,172644,1490628,1,0,50.00,36583,0
732.991,warmup,36633,36633,0,7,36631,21815409,3.871,172556,1490628,1,0,50.05,36633,0
733.996,warmup,36683,36683,0,13,36681,21845310,3.871,172552,1490628,1,0,50.00,36683,0
734.995,warmup,36733,36733,0,11,36731,21875752,3.871,172556,1490628,1,0,50.00,36733,0
735.997,warmup,36783,36783,0,12,36781,21906147,3.871,172568,1490628,1,0,50.00,36783,0
736.993,warmup,36833,36833,0,10,36831,21936273,3.871,172576,1490628,1,0,50.00,36833,0
737.997,warmup,36883,36883,0,13,36881,21966257,3.871,172588,1490628,1,0,50.00,36883,0
738.992,warmup,36933,36933,0,7,36931,21996475,3.871,172596,1490628,1,0,50.00,36933,0
739.992,warmup,36983,36983,0,7,36981,22026172,3.871,172604,1490628,1,0,50.00,36983,0
740.997,warmup,37033,37033,0,12,37031,22056331,3.871,172616,1490628,1,0,50.00,37033,0
741.996,warmup,37083,37083,0,12,37081,22085638,3.871,172624,1490628,1,0,50.00,37083,0
742.993,warmup,37133,37133,0,9,37131,22115962,3.871,172644,1490628,1,0,50.05,37133,0
743.997,warmup,37183,37183,0,13,37181,22145844,3.871,172652,1490628,1,0,49.90,37183,0
744.997,warmup,37233,37233,0,13,37231,22176108,3.871,172660,1490628,1,0,50.05,37233,0
745.995,warmup,37283,37283,0,12,37281,22206235,3.871,172672,1490628,1,0,50.00,37283,0
746.992,warmup,37333,37333,0,7,37331,22236417,3.871,172680,1490628,1,0,50.05,37333,0
747.996,warmup,37383,37383,0,13,37381,22266531,3.871,172692,1490628,1,0,50.00,37383,0
748.991,warmup,37433,37433,0,8,37431,22297029,3.871,172700,1490628,1,0,49.95,37433,0
749.991,warmup,37483,37483,0,8,37481,22327140,3.871,172692,1490628,1,0,50.05,37483,0
750.996,warmup,37533,37533,0,13,37531,22356949,3.871,172712,1490628,1,0,49.95,37533,0
751.995,warmup,37583,37583,0,10,37581,22387168,3.871,172720,1490628,1,0,50.00,37583,0
752.997,warmup,37633,37633,0,14,37631,22416687,3.871,172732,1490628,1,0,50.00,37633,0
753.992,warmup,37683,37683,0,9,37681,22445804,3.871,172740,1490628,1,0,50.00,37683,0
754.997,warmup,37733,37733,0,14,37731,22475275,3.871,172748,1490628,1,0,50.00,37733,0
755.992,warmup,37783,37783,0,8,37781,22504573,3.871,172676,1490628,1,0,50.05,37783,0
756.991,warmup,37833,37833,0,8,37831,22534155,3.871,172684,1490628,1,0,50.00,37833,0
757.991,warmup,37883,37883,0,8,37881,22564281,3.871,172692,1490628,1,0,50.00,37883,0
758.996,warmup,37933,37933,0,12,37931,22594058,3.871,172704,1490628,1,0,50.00,37933,0
759.997,warmup,37983,37983,0,13,37981,22624154,3.871,172712,1490628,1,0,50.00,37983,0
760.992,warmup,38033,38033,0,8,38031,22654737,3.871,172724,1490628,1,0,50.00,38033,0
761.997,warmup,38083,38083,0,12,38081,22685272,3.871,172732,1490628,1,0,49.95,38083,0
762.995,warmup,38133,38133,0,10,38131,22714721,3.871,172740,1490628,1,0,50.00,38133,0
763.997,warmup,38183,38183,0,14,38181,22744376,3.871,172752,1490628,1,0,50.00,38183,0
764.996,warmup,38233,38233,0,13,38231,22774489,3.871,172760,1490628,1,0,50.00,38233,0
765.993,warmup,38283,38283,0,9,38281,22804442,3.871,172808,1490628,1,0,50.00,38283,0
766.997,warmup,38333,38333,0,14,38331,22834271,3.871,172816,1490628,1,0,50.00,38333,0
767.991,warmup,38383,38383,0,8,38381,22863647,3.871,172824,1490628,1,0,50.05,38383,0
768.993,warmup,38433,38433,0,10,38431,22893550,3.871,172832,1490628,1,0,50.00,38433,0
769.997,warmup,38483,38483,0,14,38481,22923141,3.871,172844,1490628,1,0,49.95,38483,0
770.997,warmup,38533,38533,0,14,38531,22955333,3.871,172916,1490628,1,0,50.05,38533,0
771.991,warmup,38583,38583,0,8,38581,22986177,3.871,172924,1490628,1,0,49.90,38583,0
772.996,warmup,38633,38633,0,11,38631,23016511,3.871,172936,1490628,1,0,50.05,38633,0
773.992,warmup,38683,38683,0,7,38681,23047533,3.871,172948,1490628,1,0,50.00,38683,0
774.992,warmup,38733,38733,0,8,38731,23077528,3.871,172956,1490628,1,0,49.95,38733,0
775.996,warmup,38783,38783,0,12,38781,23107370,3.871,172960,1490628,1,0,50.05,38783,0
776.997,warmup,38833,38833,0,13,38831,23136609,3.871,172968,1490628,1,0,50.00,38833,0
777.996,warmup,38883,38883,0,12,38881,23166548,3.871,172980,1490628,1,0,49.95,38883,0
778.993,warmup,38933,38933,0,10,38931,23196223,3.871,172988,1490628,1,0,50.05,38933,0
779.991,warmup,38983,38983,0,6,38981,23225487,3.871,172980,1490628,1,0,50.00,38983,0
780.992,warmup,39033,39033,0,8,39031,23255276,3.871,172944,1490628,1,0,50.05,39033,0
781.992,warmup,39083,39083,0,8,39081,23284669,3.871,172964,1490628,1,0,49.95,39083,0
782.997,warmup,39133,39133,0,13,39131,23314901,3.871,172980,1490628,1,0,50.00,39133,0
783.997,warmup,39183,39183,0,13,39181,23344625,3.871,172984,1490628,1,0,50.05,39183,0
784.997,warmup,39233,39233,0,13,39231,23374557,3.871,172992,1490628,1,0,49.95,39233,0
785.997,warmup,39283,39283,0,13,39281,23404303,3.871,172992,1490628,1,0,50.00,39283,0
786.993,warmup,39333,39333,0,9,39331,23434239,3.871,173000,1490628,1,0,50.00,39333,0
787.992,warmup,39383,39383,0,7,39381,23463452,3.871,173000,1490628,1,0,50.00,39383,0
788.992,warmup,39433,39433,0,7,39431,23492947,3.871,172992,1490628,1,0,50.00,39433,0
789.997,warmup,39483,39483,0,13,39481,23522887,3.871,173008,1490628,1,0,50.00,39483,0
790.997,warmup,39533,39533,0,12,39531,23552923,3.871,173016,1490628,1,0,50.00,39533,0
791.996,warmup,39583,39583,0,12,39581,23582751,3.871,172596,1490628,1,0,50.00,39583,0
792.997,warmup,39633,39633,0,13,39631,23612572,3.871,172176,1490628,1,0,50.00,39633,0
793.992,warmup,39683,39683,0,6,39681,23642754,3.871,172180,1490628,1,0,50.00,39683,0
794.997,warmup,39733,39733,0,13,39731,23672920,3.871,172188,1490628,1,0,50.00,39733,0
795.992,warmup,39783,39783,0,9,39781,23703285,3.871,172196,1490628,1,0,50.00,39783,0
796.995,warmup,39833,39833,0,12,39831,23736526,3.871,172204,1490628,1,0,50.05,39833,0
797.997,warmup,39883,39883,0,14,39881,23766919,3.871,172196,1490628,1,0,49.95,39883,0
798.993,warmup,39933,39933,0,10,39931,23798743,3.871,172196,1490628,1,0,50.00,39933,0
799.997,warmup,39983,39983,0,14,39981,23829617,3.871,172204,1490628,1,0,50.05,39983,0
800.997,warmup,40033,40033,0,13,40031,23860274,3.871,172216,1490628,1,0,49.95,40033,0
801.992,warmup,40083,40083,0,8,40081,23890928,3.871,172400,1490628,1,0,50.00,40083,0
802.992,warmup,40133,40133,0,7,40131,23921798,3.871,172408,1490628,1,0,50.05,40133,0
803.994,warmup,40183,40183,0,10,40181,23953476,3.871,172532,1490820,1,0,49.95,40183,0
804.994,warmup,40233,40233,0,10,40231,23984349,3.871,172556,1490820,1,0,50.00,40233,0
805.996,warmup,40283,40283,0,12,40281,24014979,3.871,172564,1490820,1,0,50.00,40283,0
806.993,warmup,40333,40333,0,10,40331,24046181,3.871,172576,1490756,1,0,50.00,40333,0
807.994,warmup,40383,40383,0,10,40381,24076988,3.871,172584,1490756,1,0,50.05,40383,0
808.997,warmup,40433,40433,0,14,40431,24107595,3.871,172604,1490756,1,0,49.95,40433,0
809.991,warmup,40483,40483,0,8,40481,24138597,3.871,172608,1490756,1,0,50.05,40483,0
810.996,warmup,40533,40533,0,12,40531,24170012,3.871,172684,1490756,1,0,49.95,40533,0
811.997,warmup,40583,40583,0,13,40581,24200306,3.871,172696,1490756,1,0,50.00,40583,0
812.992,warmup,40633,40633,0,9,40631,24230843,3.871,172704,1490756,1,0,50.00,40633,0
813.997,warmup,40683,40683,0,14,40681,24261777,3.871,172716,1490756,1,0,50.00,40683,0
814.992,warmup,40733,40733,0,8,40731,24292227,3.871,172868,1490756,1,0,50.05,40733,0
815.991,warmup,40783,40783,0,7,40781,24322657,3.871,172884,1490756,1,0,49.95,40783,0
816.991,warmup,40833,40833,0,8,40831,24354196,3.871,172896,1490756,1,0,50.00,40833,0
817.997,warmup,40883,40883,0,12,40881,24385207,3.871,172904,1490756,1,0,50.00,40883,0
818.995,warmup,40933,40933,0,11,40931,24415719,3.871,172916,1490756,1,0,50.00,40933,0
819.992,warmup,40983,40983,0,8,40981,24446715,3.871,173896,1491400,1,0,49.95,40983,0
820.996,warmup,41033,41033,0,14,41031,24477298,3.871,173908,1491400,1,0,49.95,41033,0
821.992,warmup,41083,41083,0,7,41081,24507938,3.871,173920,1491400,1,0,50.10,41083,0
822.993,warmup,41133,41133,0,9,41131,24539166,3.871,173940,1491400,1,0,49.95,41133,0
823.992,warmup,41183,41183,0,8,41181,24568748,3.871,173948,1491400,1,0,50.00,41183,0
824.997,warmup,41233,41233,0,13,41231,24598689,3.871,173960,1491400,1,0,50.00,41233,0
825.997,warmup,41283,41283,0,13,41281,24629098,3.871,173964,1491400,1,0,49.95,41283,0
826.996,warmup,41333,41333,0,12,41331,24660138,3.871,173964,1491400,1,0,50.10,41333,0
827.997,warmup,41383,41383,0,13,41381,24690598,3.871,173956,1491400,1,0,49.90,41383,0
828.992,warmup,41433,41433,0,8,41431,24721845,3.871,173964,1491400,1,0,50.00,41433,0
829.997,warmup,41483,41483,0,13,41481,24752309,3.871,173976,1491400,1,0,50.00,41483,0
830.991,warmup,41533,41533,0,7,41531,24783380,3.871,173984,1491400,1,0,50.05,41533,0
831.997,warmup,41583,41583,0,13,41581,24815076,3.871,173992,1491400,1,0,50.00,41583,0
832.997,warmup,41633,41633,0,13,41631,24846435,3.871,174000,1491400,1,0,50.00,41633,0
833.996,warmup,41683,41683,0,12,41681,24876856,3.871,174004,1491400,1,0,50.00,41683,0
834.997,warmup,41733,41733,0,13,41731,24906674,3.871,174008,1491400,1,0,49.95,41733,0
835.997,warmup,41783,41783,0,13,41781,24936536,3.871,174016,1491400,1,0,50.05,41783,0
836.992,warmup,41833,41833,0,8,41831,24966121,3.871,174024,1491400,1,0,50.00,41833,0
837.991,warmup,41883,41883,0,7,41881,24996001,3.871,174032,1491400,1,0,50.00,41883,0
838.996,warmup,41933,41933,0,12,41931,25025769,3.871,174044,1491400,1,0,50.00,41933,0
839.997,warmup,41983,41983,0,13,41981,25055430,3.871,174052,1491400,1,0,49.95,41983,0
840.994,warmup,42033,42033,0,9,42031,25085630,3.871,174060,1491400,1,0,50.05,42033,0
841.997,warmup,42083,42083,0,14,42081,25115721,3.871,174068,1491400,1,0,50.00,42083,0
842.997,warmup,42133,42133,0,12,42131,25145410,3.871,174084,1491400,1,0,50.00,42133,0
843.992,warmup,42183,42183,0,8,42181,25175229,3.871,174092,1491400,1,0,50.00,42183,0
844.992,warmup,42233,42233,0,8,42231,25204767,3.871,173852,1491400,1,0,50.00,42233,0
845.997,warmup,42283,42283,0,13,42281,25234734,3.871,173808,1491400,1,0,50.00,42283,0
846.994,warmup,42333,42333,0,11,42331,25264840,3.871,175080,1491424,1,0,50.00,42333,0
847.997,warmup,42383,42383,0,14,42381,25294725,3.871,175300,1491448,1,0,50.05,42383,0
848.997,warmup,42433,42433,0,15,42431,25324329,3.871,175308,1491448,1,0,50.00,42433,0
849.996,warmup,42483,42483,0,13,42481,25354061,3.871,177232,1491384,1,0,50.00,42483,0
850.994,warmup,42533,42533,0,12,42531,25383930,3.871,177264,1491384,1,0,50.00,42533,0
851.991,warmup,42583,42583,0,8,42581,25413083,3.871,177268,1491384,1,0,50.00,42583,0
852.996,warmup,42633,42633,0,12,42631,25442174,3.871,177284,1491384,1,0,49.95,42633,0
853.991,warmup,42683,42683,0,8,42681,25471929,3.871,177292,1491384,1,0,50.00,42683,0
854.997,warmup,42733,42733,0,14,42731,25501573,3.871,177304,1491384,1,0,50.00,42733,0
855.996,warmup,42783,42783,0,12,42781,25531475,3.871,177312,1491384,1,0,50.05,42783,0
856.994,warmup,42833,42833,0,11,42831,25561411,3.871,177380,1491384,1,0,50.00,42833,0
857.996,warmup,42883,42883,0,14,42881,25591167,3.871,177392,1491384,1,0,49.95,42883,0
858.992,warmup,42933,42933,0,9,42931,25620752,3.871,177400,1491384,1,0,50.05,42933,0
859.994,warmup,42983,42983,0,12,42981,25650749,3.871,177408,1491384,1,0,50.00,42983,0
860.995,warmup,43033,43033,0,12,43031,25680642,3.871,177420,1491384,1,0,50.00,43033,0
861.996,warmup,43083,43083,0,13,43081,25710384,3.871,177428,1491384,1,0,49.95,43083,0
862.997,warmup,43133,43133,0,13,43131,25739896,3.871,177436,1491384,1,0,50.00,43133,0
863.997,warmup,43183,43183,0,12,43181,25769675,3.871,177448,1491384,1,0,50.00,43183,0
864.992,warmup,43233,43233,0,8,43231,25798994,3.871,177456,1491384,1,0,50.00,43233,0
865.992,warmup,43283,43283,0,7,43281,25828849,3.871,177468,1491384,1,0,50.00,43283,0
866.995,warmup,43333,43333,0,12,43331,25858912,3.871,177476,1491384,1,0,50.00,43333,0
867.996,warmup,43383,43383,0,13,43381,25888669,3.871,177344,1491384,1,0,50.05,43383,0
868.997,warmup,43433,43433,0,14,43431,25918511,3.871,177336,1491384,1,0,50.00,43433,0
869.997,warmup,43483,43483,0,15,43481,25947708,3.871,177344,1491384,1,0,50.00,43483,0
870.991,warmup,43533,43533,0,7,43531,25977703,3.871,177356,1491384,1,0,49.95,43533,0
871.996,warmup,43583,43583,0,13,43581,26007036,3.871,177364,1491384,1,0,50.05,43583,0
872.991,warmup,43633,43633,0,8,43631,26036431,3.871,177372,1491384,1,0,50.00,43633,0
873.997,warmup,43683,43683,0,13,43681,26066023,3.871,177384,1491384,1,0,49.95,43683,0
874.996,warmup,43733,43733,0,12,43731,26096029,3.871,177392,1491384,1,0,49.95,43733,0
875.997,warmup,43783,43783,0,13,43781,26125540,3.871,177404,1491384,1,0,50.05,43783,0
876.993,warmup,43833,43833,0,10,43831,26155129,3.871,177412,1491384,1,0,50.00,43833,0
877.992,warmup,43883,43883,0,6,43881,26184924,3.871,177420,1491384,1,0,50.00,43883,0
878.992,warmup,43933,43933,0,7,43931,26214717,3.871,177432,1491384,1,0,50.00,43933,0
879.991,warmup,43983,43983,0,7,43981,26244062,3.871,177440,1491384,1,0,50.05,43983,0
880.996,warmup,44033,44033,0,13,44031,26274005,3.871,177452,1491384,1,0,49.95,44033,0
881.996,warmup,44083,44083,0,12,44081,26304051,3.871,177460,1491384,1,0,50.00,44083,0
882.997,warmup,44133,44133,0,14,44131,26334102,3.871,177468,1491384,1,0,49.95,44133,0
883.997,warmup,44183,44183,0,13,44181,26368757,5.545,177480,1491384,1,0,50.10,44183,0
884.994,warmup,44233,44233,0,9,44231,26398476,5.545,177488,1491384,1,0,50.00,44233,0
885.992,warmup,44283,44283,0,7,44281,26427966,5.545,177496,1491384,1,0,50.00,44283,0
886.991,warmup,44333,44333,0,7,44331,26457163,5.545,177568,1491384,1,0,49.95,44333,0
887.997,warmup,44383,44383,0,13,44381,26486423,5.545,178384,1491348,1,0,50.00,44383,0
888.997,warmup,44433,44433,0,13,44431,26516323,5.545,178388,1491348,1,0,50.00,44433,0
889.992,warmup,44483,44483,0,8,44481,26546224,5.545,178396,1491348,1,0,50.00,44483,0
890.997,warmup,44533,44533,0,13,44531,26575944,5.545,178388,1491348,1,0,49.95,44533,0
891.992,warmup,44583,44583,0,7,44581,26605639,5.545,178404,1491348,1,0,50.00,44583,0
892.997,warmup,44633,44633,0,13,44631,26635728,5.545,178316,1491348,1,0,50.05,44633,0
893.992,warmup,44683,44683,0,8,44681,26665263,5.545,178324,1491348,1,0,50.00,44683,0
894.997,warmup,44733,44733,0,13,44731,26694833,5.545,178328,1491348,1,0,50.00,44733,0
895.997,warmup,44783,44783,0,14,44781,26724561,5.545,178332,1491348,1,0,50.00,44783,0
896.991,warmup,44833,44833,0,8,44831,26754527,5.545,178200,1491348,1,0,50.05,44833,0
897.997,warmup,44883,44883,0,14,44881,26783822,5.545,178208,1491348,1,0,49.90,44883,0
898.997,warmup,44933,44933,0,14,44931,26813644,5.545,177988,1491348,1,0,50.10,44933,0
899.997,warmup,44983,44983,0,14,44981,26843366,5.545,177744,1491348,1,0,49.95,44983,0
900.991,measure,45033,45033,0,8,45031,26873038,5.545,177752,1491348,1,0,50.00,45033,0
901.996,measure,45083,45083,0,13,45081,26902569,5.545,177756,1491348,1,0,50.00,45083,0
902.996,measure,45133,45133,0,13,45131,26932510,5.545,177644,1491348,1,0,50.05,45133,0
903.996,measure,45183,45183,0,13,45181,26962498,5.545,177652,1491348,1,0,50.00,45183,0
904.997,measure,45233,45233,0,14,45231,26992286,5.545,177660,1491348,1,0,50.00,45233,0
905.997,measure,45283,45283,0,12,45281,27022277,5.545,177664,1491348,1,0,49.90,45283,0
906.992,measure,45333,45333,0,8,45331,27052146,5.545,177676,1491348,1,0,50.10,45333,0
907.991,measure,45383,45383,0,7,45381,27082063,5.545,177684,1491348,1,0,50.00,45383,0
908.995,measure,45433,45433,0,11,45431,27111322,5.545,177696,1491348,1,0,49.95,45433,0
909.997,measure,45483,45483,0,13,45481,27141426,5.545,177700,1491348,1,0,50.00,45483,0
910.997,measure,45533,45533,0,13,45531,27171533,5.545,177712,1491348,1,0,50.00,45533,0
911.997,measure,45583,45583,0,14,45581,27200857,5.545,177720,1491348,1,0,49.95,45583,0
912.991,measure,45633,45633,0,6,45631,27230336,5.545,177728,1491348,1,0,50.10,45633,0
913.995,measure,45683,45683,0,11,45681,27260125,5.545,177732,1491348,1,0,49.95,45683,0
914.991,measure,45733,45733,0,7,45731,27289825,5.545,177744,1491348,1,0,49.95,45733,0
915.996,measure,45783,45783,0,13,45781,27319648,5.545,177752,1491348,1,0,50.10,45783,0
916.992,measure,45833,45833,0,9,45831,27349245,5.545,177756,1491348,1,0,50.00,45833,0
917.997,measure,45883,45883,0,14,45881,27378845,5.545,178112,1491408,1,0,49.95,45883,0
918.997,measure,45933,45933,0,14,45931,27408262,5.545,178124,1491408,1,0,50.05,45933,0
919.997,measure,45983,45983,0,13,45981,27437575,5.545,178124,1491408,1,0,49.95,45983,0
920.996,measure,46033,46033,0,13,46031,27467622,5.545,178132,1491408,1,0,50.05,46033,0
921.991,measure,46083,46083,0,7,46081,27496833,5.545,178136,1491408,1,0,49.95,46083,0
