t_s,phase,frame_number,interval_ms
732.991,warmup,36633,20.353
733.010,warmup,36634,19.146
733.031,warmup,36635,20.744
733.053,warmup,36636,22.163
733.071,warmup,36637,17.879
733.090,warmup,36638,18.923
733.111,warmup,36639,21.413
733.129,warmup,36640,18.447
733.150,warmup,36641,20.487
733.172,warmup,36642,21.608
733.189,warmup,36643,17.597
733.210,warmup,36644,20.655
733.231,warmup,36645,21.619
733.250,warmup,36646,18.464
733.271,warmup,36647,21.045
733.290,warmup,36648,19.101
733.310,warmup,36649,19.889
733.333,warmup,36650,23.424
733.349,warmup,36651,15.713
733.369,warmup,36652,19.975
733.391,warmup,36653,22.200
733.409,warmup,36654,17.297
733.430,warmup,36655,21.037
733.452,warmup,36656,22.247
733.470,warmup,36657,17.758
733.488,warmup,36658,18.855
733.509,warmup,36659,21.070
733.530,warmup,36660,20.077
733.549,warmup,36661,19.798
733.569,warmup,36662,19.749
733.589,warmup,36663,20.135
733.613,warmup,36664,24.088
733.629,warmup,36665,15.847
733.649,warmup,36666,20.038
733.671,warmup,36667,21.429
733.689,warmup,36668,18.703
733.709,warmup,36669,19.853
733.730,warmup,36670,21.292
733.749,warmup,36671,18.956
733.769,warmup,36672,19.652
733.791,warmup,36673,21.693
733.810,warmup,36674,18.961
733.830,warmup,36675,19.930
733.850,warmup,36676,20.020
733.870,warmup,36677,20.074
733.893,warmup,36678,23.215
733.910,warmup,36679,16.802
733.930,warmup,36680,19.987
733.952,warmup,36681,21.965
733.970,warmup,36682,18.081
733.991,warmup,36683,20.897
734.012,warmup,36684,21.175
734.031,warmup,36685,19.197
734.051,warmup,36686,19.463
734.072,warmup,36687,21.355
734.090,warmup,36688,18.450
734.109,warmup,36689,18.988
734.130,warmup,36690,20.540
734.152,warmup,36691,21.755
734.173,warmup,36692,21.278
734.189,warmup,36693,16.267
734.210,warmup,36694,21.072
734.231,warmup,36695,20.564
734.250,warmup,36696,19.149
734.271,warmup,36697,21.045
734.293,warmup,36698,21.774
734.310,warmup,36699,17.234
734.331,warmup,36700,20.852
734.352,warmup,36701,21.042
734.369,warmup,36702,17.364
734.391,warmup,36703,21.530
734.410,warmup,36704,18.977
734.431,warmup,36705,21.094
734.453,warmup,36706,22.062
734.469,warmup,36707,15.881
734.489,warmup,36708,19.753
734.511,warmup,36709,22.868
734.530,warmup,36710,18.591
734.550,warmup,36711,19.597
734.570,warmup,36712,20.776
734.590,warmup,36713,19.780
734.610,warmup,36714,19.791
734.630,warmup,36715,20.452
734.649,warmup,36716,19.002
734.671,warmup,36717,21.478
734.690,warmup,36718,19.016
734.709,warmup,36719,19.409
734.732,warmup,36720,23.106
734.749,warmup,36721,16.857
734.770,warmup,36722,20.733
734.792,warmup,36723,21.628
734.809,warmup,36724,17.697
734.831,warmup,36725,21.422
734.851,warmup,36726,20.495
734.869,warmup,36727,18.209
734.890,warmup,36728,20.920
734.910,warmup,36729,20.006
734.929,warmup,36730,18.136
734.949,warmup,36731,20.863
734.970,warmup,36732,20.337
734.990,warmup,36733,20.184
735.013,warmup,36734,23.045
735.030,warmup,36735,17.238
735.051,warmup,36736,20.343
735.071,warmup,36737,20.540
735.090,warmup,36738,18.700
735.109,warmup,36739,19.381
735.131,warmup,36740,21.800
735.150,warmup,36741,18.545
735.169,warmup,36742,19.284
735.192,warmup,36743,22.933
735.211,warmup,36744,18.850
735.230,warmup,36745,18.949
735.250,warmup,36746,20.776
735.269,warmup,36747,18.460
735.292,warmup,36748,23.583
735.309,warmup,36749,16.551
735.329,warmup,36750,19.800
735.351,warmup,36751,22.690
735.370,warmup,36752,18.552
735.390,warmup,36753,20.006
735.411,warmup,36754,21.262
735.431,warmup,36755,19.610
735.450,warmup,36756,18.698
735.470,warmup,36757,20.198
735.489,warmup,36758,19.686
735.510,warmup,36759,20.648
735.530,warmup,36760,19.809
735.550,warmup,36761,20.519
735.572,warmup,36762,22.031
735.589,warmup,36763,16.905
735.610,warmup,36764,21.017
735.631,warmup,36765,20.232
735.649,warmup,36766,18.855
735.669,warmup,36767,19.873
735.691,warmup,36768,21.844
735.709,warmup,36769,17.570
735.731,warmup,36770,22.120
735.750,warmup,36771,19.207
735.771,warmup,36772,20.779
735.790,warmup,36773,19.645
735.810,warmup,36774,19.043
735.830,warmup,36775,20.001
735.853,warmup,36776,23.848
735.870,warmup,36777,17.058
735.889,warmup,36778,19.072
735.911,warmup,36779,21.378
735.930,warmup,36780,18.957
735.949,warmup,36781,18.687
735.972,warmup,36782,23.355
735.990,warmup,36783,18.341
736.011,warmup,36784,21.053
736.032,warmup,36785,20.273
736.051,warmup,36786,19.383
736.071,warmup,36787,19.962
736.090,warmup,36788,18.672
736.110,warmup,36789,20.333
736.133,warmup,36790,22.756
736.150,warmup,36791,17.369
736.169,warmup,36792,19.098
736.192,warmup,36793,23.037
736.211,warmup,36794,18.792
736.231,warmup,36795,20.191
736.252,warmup,36796,20.373
736.270,warmup,36797,18.183
736.289,warmup,36798,19.535
736.310,warmup,36799,20.739
736.331,warmup,36800,20.626
736.349,warmup,36801,18.659
736.370,warmup,36802,20.844
736.390,warmup,36803,19.926
736.414,warmup,36804,23.957
736.430,warmup,36805,15.750
736.450,warmup,36806,19.776
736.472,warmup,36807,22.142
736.490,warmup,36808,18.722
736.511,warmup,36809,20.366
736.531,warmup,36810,20.764
736.549,warmup,36811,17.149
736.570,warmup,36812,21.158
736.591,warmup,36813,21.040
736.610,warmup,36814,18.704
736.630,warmup,36815,20.003
736.650,warmup,36816,20.211
736.670,warmup,36817,20.734
736.694,warmup,36818,23.595
736.710,warmup,36819,15.495
736.730,warmup,36820,20.109
736.751,warmup,36821,21.370
736.770,warmup,36822,18.452
736.790,warmup,36823,20.316
736.812,warmup,36824,22.273
736.830,warmup,36825,18.128
736.849,warmup,36826,19.015
736.870,warmup,36827,21.069
736.888,warmup,36828,18.010
736.910,warmup,36829,21.854
736.930,warmup,36830,19.822
736.949,warmup,36831,19.218
736.973,warmup,36832,23.366
736.989,warmup,36833,16.881
737.010,warmup,36834,20.334
737.032,warmup,36835,22.241
737.051,warmup,36836,18.552
737.071,warmup,36837,20.020
737.091,warmup,36838,20.671
737.110,warmup,36839,18.397
737.131,warmup,36840,21.130
737.149,warmup,36841,18.020
737.170,warmup,36842,21.022
737.191,warmup,36843,20.884
737.210,warmup,36844,18.868
737.230,warmup,36845,20.461
737.253,warmup,36846,22.834
737.270,warmup,36847,16.847
737.291,warmup,36848,21.080
737.311,warmup,36849,20.419
737.329,warmup,36850,18.215
737.350,warmup,36851,20.201
737.372,warmup,36852,22.193
737.394,warmup,36853,21.887
737.409,warmup,36854,15.521
737.431,warmup,36855,22.094
737.449,warmup,36856,17.872
737.470,warmup,36857,21.146
737.489,warmup,36858,18.713
737.511,warmup,36859,22.124
737.534,warmup,36860,23.234
737.550,warmup,36861,15.703
737.570,warmup,36862,19.707
737.591,warmup,36863,20.815
737.609,warmup,36864,18.582
737.629,warmup,36865,19.935
737.650,warmup,36866,21.173
737.669,warmup,36867,18.776
737.690,warmup,36868,21.023
737.710,warmup,36869,19.950
737.729,warmup,36870,19.176
737.750,warmup,36871,20.844
737.769,warmup,36872,19.159
737.790,warmup,36873,20.491
737.813,warmup,36874,23.180
737.830,warmup,36875,16.781
737.849,warmup,36876,19.725
737.872,warmup,36877,22.353
737.890,warmup,36878,18.652
737.910,warmup,36879,19.992
737.931,warmup,36880,20.267
737.950,warmup,36881,18.796
737.970,warmup,36882,20.943
737.990,warmup,36883,19.325
738.011,warmup,36884,21.171
738.030,warmup,36885,19.298
738.051,warmup,36886,20.485
738.070,warmup,36887,19.055
738.095,warmup,36888,25.338
738.109,warmup,36889,13.708
738.131,warmup,36890,22.088
738.151,warmup,36891,20.156
738.171,warmup,36892,19.793
738.191,warmup,36893,20.012
738.211,warmup,36894,20.014
738.229,warmup,36895,18.250
738.250,warmup,36896,20.754
738.272,warmup,36897,21.681
738.291,warmup,36898,19.040
738.310,warmup,36899,19.266
738.329,warmup,36900,18.918
738.350,warmup,36901,20.831
738.374,warmup,36902,23.998
738.389,warmup,36903,15.738
738.411,warmup,36904,21.156
738.432,warmup,36905,21.463
738.448,warmup,36906,16.329
738.471,warmup,36907,22.216
738.490,warmup,36908,19.920
738.510,warmup,36909,19.497
738.530,warmup,36910,20.532
738.550,warmup,36911,19.018
738.570,warmup,36912,20.967
738.590,warmup,36913,19.661
738.610,warmup,36914,19.910
738.630,warmup,36915,20.018
738.654,warmup,36916,23.600
738.670,warmup,36917,16.308
738.691,warmup,36918,21.080
738.711,warmup,36919,20.113
738.731,warmup,36920,19.691
738.751,warmup,36921,19.902
738.771,warmup,36922,20.171
738.789,warmup,36923,18.413
738.810,warmup,36924,20.344
738.831,warmup,36925,21.630
738.850,warmup,36926,18.273
738.871,warmup,36927,21.057
738.890,warmup,36928,19.237
738.910,warmup,36929,19.721
738.934,warmup,36930,24.480
738.950,warmup,36931,15.455
738.971,warmup,36932,21.081
738.992,warmup,36933,21.242
739.011,warmup,36934,18.965
739.031,warmup,36935,20.276
739.051,warmup,36936,19.590
739.069,warmup,36937,18.679
739.090,warmup,36938,20.510
739.110,warmup,36939,19.692
739.131,warmup,36940,20.959
739.149,warmup,36941,18.858
739.169,warmup,36942,20.012
739.191,warmup,36943,21.181
739.214,warmup,36944,23.490
739.231,warmup,36945,16.564
739.250,warmup,36946,19.732
739.271,warmup,36947,20.420
739.289,warmup,36948,17.728
739.310,warmup,36949,21.837
739.331,warmup,36950,20.724
739.351,warmup,36951,20.013
739.369,warmup,36952,18.112
739.391,warmup,36953,22.067
739.409,warmup,36954,18.005
739.429,warmup,36955,20.194
739.449,warmup,36956,19.915
739.469,warmup,36957,19.712
739.495,warmup,36958,26.154
739.511,warmup,36959,15.303
739.531,warmup,36960,20.514
739.551,warmup,36961,20.373
739.569,warmup,36962,17.766
739.590,warmup,36963,20.490
739.612,warmup,36964,22.012
739.631,warmup,36965,19.073
739.650,warmup,36966,19.250
739.671,warmup,36967,20.728
739.691,warmup,36968,20.128
739.710,warmup,36969,18.965
739.729,warmup,36970,19.214
739.750,warmup,36971,20.791
739.773,warmup,36972,23.060
739.789,warmup,36973,16.212
739.810,warmup,36974,20.825
739.832,warmup,36975,22.225
739.850,warmup,36976,17.812
739.870,warmup,36977,20.071
739.891,warmup,36978,21.221
739.910,warmup,36979,18.706
739.930,warmup,36980,20.128
739.951,warmup,36981,20.889
739.971,warmup,36982,19.846
739.991,warmup,36983,20.303
740.011,warmup,36984,19.416
740.031,warmup,36985,20.724
740.054,warmup,36986,22.788
740.070,warmup,36987,15.956
740.090,warmup,36988,20.101
740.112,warmup,36989,21.813
740.130,warmup,36990,17.978
740.151,warmup,36991,20.951
740.172,warmup,36992,21.139
740.191,warmup,36993,19.061
740.211,warmup,36994,19.913
740.231,warmup,36995,20.362
740.250,warmup,36996,18.195
740.271,warmup,36997,21.218
740.290,warmup,36998,18.940
740.310,warmup,36999,20.518
740.334,warmup,37000,23.893
740.349,warmup,37001,14.801
740.370,warmup,37002,21.260
740.391,warmup,37003,21.007
740.409,warmup,37004,17.750
740.431,warmup,37005,21.963
740.452,warmup,37006,20.603
740.470,warmup,37007,18.042
740.490,warmup,37008,20.906
740.510,warmup,37009,19.097
740.531,warmup,37010,21.125
740.549,warmup,37011,18.587
740.569,warmup,37012,19.851
740.589,warmup,37013,20.009
740.613,warmup,37014,24.234
740.629,warmup,37015,15.334
740.651,warmup,37016,22.016
740.671,warmup,37017,20.709
740.689,warmup,37018,17.437
740.711,warmup,37019,21.829
740.731,warmup,37020,20.198
740.751,warmup,37021,19.813
740.771,warmup,37022,19.915
740.792,warmup,37023,21.292
740.810,warmup,37024,18.108
740.831,warmup,37025,20.799
740.850,warmup,37026,19.063
740.871,warmup,37027,20.960
740.895,warmup,37028,23.708
740.910,warmup,37029,15.472
740.931,warmup,37030,20.849
740.951,warmup,37031,20.223
740.970,warmup,37032,18.734
740.991,warmup,37033,20.831
741.012,warmup,37034,20.860
741.031,warmup,37035,19.347
741.049,warmup,37036,18.313
741.072,warmup,37037,22.530
741.090,warmup,37038,18.525
741.110,warmup,37039,19.954
741.130,warmup,37040,19.415
741.149,warmup,37041,19.791
741.174,warmup,37042,24.156
741.189,warmup,37043,15.615
741.209,warmup,37044,20.197
741.231,warmup,37045,21.481
741.250,warmup,37046,19.343
741.269,warmup,37047,19.192
741.291,warmup,37048,21.307
741.309,warmup,37049,18.634
741.330,warmup,37050,20.977
741.350,warmup,37051,19.587
741.370,warmup,37052,20.162
741.391,warmup,37053,20.696
741.411,warmup,37054,19.841
741.429,warmup,37055,18.883
741.454,warmup,37056,24.677
741.469,warmup,37057,15.330
741.490,warmup,37058,20.984
741.511,warmup,37059,20.620
741.530,warmup,37060,19.409
741.550,warmup,37061,19.926
741.571,warmup,37062,20.563
741.589,warmup,37063,18.511
741.609,warmup,37064,19.698
741.631,warmup,37065,21.806
741.650,warmup,37066,18.741
741.671,warmup,37067,21.108
741.689,warmup,37068,18.229
741.709,warmup,37069,19.891
741.733,warmup,37070,24.523
741.750,warmup,37071,16.492
741.771,warmup,37072,21.036
741.791,warmup,37073,20.051
741.809,warmup,37074,17.517
741.831,warmup,37075,22.019
741.851,warmup,37076,20.334
741.870,warmup,37077,18.675
741.890,warmup,37078,20.014
741.911,warmup,37079,20.900
741.931,warmup,37080,20.131
741.950,warmup,37081,18.971
741.970,warmup,37082,19.999
741.991,warmup,37083,21.197
742.015,warmup,37084,23.792
742.030,warmup,37085,15.552
742.050,warmup,37086,20.139
742.071,warmup,37087,21.051
742.090,warmup,37088,18.510
742.109,warmup,37089,19.577
742.131,warmup,37090,21.735
742.150,warmup,37091,18.423
742.171,warmup,37092,20.914
742.191,warmup,37093,20.950
742.210,warmup,37094,18.840
742.230,warmup,37095,19.330
742.248,warmup,37096,18.870
742.270,warmup,37097,21.913
742.294,warmup,37098,23.521
742.309,warmup,37099,15.044
742.331,warmup,37100,21.561
742.351,warmup,37101,20.488
742.370,warmup,37102,18.519
742.389,warmup,37103,19.409
742.411,warmup,37104,21.931
742.429,warmup,37105,18.291
742.448,warmup,37106,18.991
742.470,warmup,37107,21.938
742.490,warmup,37108,19.873
742.510,warmup,37109,20.207
742.529,warmup,37110,18.533
742.550,warmup,37111,21.381
742.574,warmup,37112,23.425
742.589,warmup,37113,15.705
742.610,warmup,37114,20.282
742.631,warmup,37115,21.512
742.650,warmup,37116,18.610
742.670,warmup,37117,20.598
742.691,warmup,37118,20.814
742.709,warmup,37119,18.188
742.731,warmup,37120,21.325
742.751,warmup,37121,20.809
742.770,warmup,37122,18.841
742.790,warmup,37123,19.687
742.810,warmup,37124,20.140
742.830,warmup,37125,19.979
742.854,warmup,37126,24.482
742.870,warmup,37127,15.564
742.890,warmup,37128,20.039
742.913,warmup,37129,22.416
742.929,warmup,37130,16.759
742.949,warmup,37131,19.532
742.972,warmup,37132,22.781
742.990,warmup,37133,18.864
743.010,warmup,37134,19.618
743.031,warmup,37135,21.041
743.050,warmup,37136,19.189
743.071,warmup,37137,21.044
743.089,warmup,37138,17.959
743.111,warmup,37139,21.552
743.133,warmup,37140,22.509
743.150,warmup,37141,16.637
743.168,warmup,37142,18.385
743.193,warmup,37143,24.201
743.209,warmup,37144,16.599
743.230,warmup,37145,20.463
743.252,warmup,37146,22.582
743.270,warmup,37147,17.991
743.289,warmup,37148,19.047
743.311,warmup,37149,21.852
743.330,warmup,37150,19.139
743.350,warmup,37151,19.779
743.368,warmup,37152,18.043
743.391,warmup,37153,22.689
743.414,warmup,37154,23.199
743.428,warmup,37155,14.395
743.449,warmup,37156,20.750
743.472,warmup,37157,22.847
743.491,warmup,37158,18.928
743.511,warmup,37159,20.384
743.532,warmup,37160,20.918
743.551,warmup,37161,18.779
743.571,warmup,37162,20.292
743.589,warmup,37163,18.198
743.610,warmup,37164,20.870
743.629,warmup,37165,19.047
743.650,warmup,37166,21.126
743.671,warmup,37167,20.480
743.694,warmup,37168,23.478
743.711,warmup,37169,16.494
743.731,warmup,37170,20.306
743.752,warmup,37171,20.750
743.771,warmup,37172,18.922
743.791,warmup,37173,19.598
743.812,warmup,37174,21.074
743.831,warmup,37175,18.969
743.850,warmup,37176,18.957
743.870,warmup,37177,20.009
743.891,warmup,37178,20.980
743.910,warmup,37179,19.942
743.930,warmup,37180,19.105
743.950,warmup,37181,20.926
743.974,warmup,37182,23.681
743.991,warmup,37183,16.587
744.011,warmup,37184,20.043
744.032,warmup,37185,21.581
744.049,warmup,37186,17.056
744.070,warmup,37187,20.878
744.091,warmup,37188,21.023
744.111,warmup,37189,20.067
744.129,warmup,37190,18.075
744.152,warmup,37191,22.106
744.171,warmup,37192,18.929
744.190,warmup,37193,18.994
744.209,warmup,37194,19.192
744.231,warmup,37195,22.383
744.254,warmup,37196,22.738
744.271,warmup,37197,16.779
744.291,warmup,37198,20.024
744.313,warmup,37199,22.214
744.331,warmup,37200,17.760
744.350,warmup,37201,19.866
744.372,warmup,37202,21.066
744.390,warmup,37203,18.630
744.409,warmup,37204,18.769
744.431,warmup,37205,21.879
744.449,warmup,37206,18.604
744.470,warmup,37207,20.139
744.488,warmup,37208,18.768
744.509,warmup,37209,21.105
744.533,warmup,37210,24.014
744.549,warmup,37211,15.525
744.570,warmup,37212,21.271
744.591,warmup,37213,21.022
744.610,warmup,37214,19.213
744.630,warmup,37215,19.709
744.651,warmup,37216,21.115
744.670,warmup,37217,18.832
744.690,warmup,37218,19.986
744.711,warmup,37219,21.022
744.730,warmup,37220,19.177
744.750,warmup,37221,19.735
744.769,warmup,37222,19.239
744.790,warmup,37223,20.406
744.814,warmup,37224,24.370
744.830,warmup,37225,15.662
744.850,warmup,37226,19.963
744.871,warmup,37227,21.555
744.890,warmup,37228,18.378
744.911,warmup,37229,21.076
744.931,warmup,37230,20.714
744.950,warmup,37231,18.284
744.971,warmup,37232,21.011
744.990,warmup,37233,19.221
745.011,warmup,37234,20.912
745.031,warmup,37235,20.097
745.050,warmup,37236,18.795
745.070,warmup,37237,20.711
745.094,warmup,37238,23.097
745.109,warmup,37239,15.067
745.131,warmup,37240,22.034
745.152,warmup,37241,20.905
745.170,warmup,37242,18.901
745.191,warmup,37243,20.109
745.211,warmup,37244,20.363
745.230,warmup,37245,18.918
745.250,warmup,37246,19.777
745.271,warmup,37247,21.070
745.291,warmup,37248,19.914
745.310,warmup,37249,19.140
745.330,warmup,37250,19.814
745.352,warmup,37251,22.705
745.373,warmup,37252,20.848
745.391,warmup,37253,18.094
745.410,warmup,37254,18.717
745.431,warmup,37255,21.228
745.450,warmup,37256,18.626
745.470,warmup,37257,20.126
745.491,warmup,37258,20.775
745.510,warmup,37259,19.293
745.530,warmup,37260,19.984
745.549,warmup,37261,19.132
745.569,warmup,37262,20.328
745.589,warmup,37263,20.058
745.609,warmup,37264,19.818
745.628,warmup,37265,19.154
745.652,warmup,37266,24.021
745.670,warmup,37267,17.452
745.690,warmup,37268,20.053
745.710,warmup,37269,20.408
745.729,warmup,37270,18.650
745.750,warmup,37271,20.938
745.771,warmup,37272,20.667
745.790,warmup,37273,19.043
745.810,warmup,37274,19.872
745.829,warmup,37275,19.954
745.850,warmup,37276,20.054
745.870,warmup,37277,19.997
745.889,warmup,37278,18.963
745.909,warmup,37279,20.966
745.934,warmup,37280,24.350
745.950,warmup,37281,15.848
745.969,warmup,37282,18.998
745.991,warmup,37283,21.969
746.011,warmup,37284,20.037
746.030,warmup,37285,19.267
746.050,warmup,37286,20.340
746.069,warmup,37287,19.186
746.090,warmup,37288,20.508
746.108,warmup,37289,17.934
746.129,warmup,37290,20.914
746.149,warmup,37291,19.702
746.170,warmup,37292,21.272
746.190,warmup,37293,19.811
746.212,warmup,37294,21.955
746.230,warmup,37295,18.307
746.249,warmup,37296,18.707
746.270,warmup,37297,21.745
746.289,warmup,37298,18.190
746.310,warmup,37299,21.518
746.330,warmup,37300,20.156
746.349,warmup,37301,18.375
746.370,warmup,37302,21.214
746.389,warmup,37303,18.844
746.409,warmup,37304,20.672
746.429,warmup,37305,19.819
746.448,warmup,37306,19.140
746.469,warmup,37307,21.059
746.492,warmup,37308,22.966
746.508,warmup,37309,16.106
746.528,warmup,37310,19.913
746.550,warmup,37311,22.050
746.570,warmup,37312,19.539
746.590,warmup,37313,19.856
746.610,warmup,37314,20.220
746.629,warmup,37315,18.714
746.648,warmup,37316,19.546
746.669,warmup,37317,20.945
746.690,warmup,37318,20.527
746.710,warmup,37319,19.930
746.728,warmup,37320,18.834
746.749,warmup,37321,20.857
746.772,warmup,37322,22.731
746.788,warmup,37323,16.024
746.810,warmup,37324,21.928
746.831,warmup,37325,20.564
746.850,warmup,37326,19.609
746.870,warmup,37327,19.918
746.891,warmup,37328,20.463
746.910,warmup,37329,19.444
746.930,warmup,37330,20.108
746.950,warmup,37331,19.961
746.970,warmup,37332,19.977
746.991,warmup,37333,21.183
747.010,warmup,37334,19.147
747.032,warmup,37335,21.136
747.053,warmup,37336,21.654
747.068,warmup,37337,14.650
747.089,warmup,37338,21.388
747.110,warmup,37339,21.061
747.129,warmup,37340,18.512
747.149,warmup,37341,19.807
747.170,warmup,37342,21.462
747.189,warmup,37343,18.806
747.210,warmup,37344,20.748
747.231,warmup,37345,21.539
747.249,warmup,37346,17.694
747.270,warmup,37347,21.032
747.289,warmup,37348,18.788
747.310,warmup,37349,21.238
747.333,warmup,37350,22.797
747.349,warmup,37351,16.109
747.369,warmup,37352,20.352
747.390,warmup,37353,21.189
747.410,warmup,37354,19.713
747.430,warmup,37355,20.135
747.450,warmup,37356,20.234
747.470,warmup,37357,19.788
747.490,warmup,37358,19.713
747.510,warmup,37359,20.229
747.529,warmup,37360,19.048
747.548,warmup,37361,19.177
747.568,warmup,37362,19.653
747.589,warmup,37363,20.715
747.613,warmup,37364,23.890
747.629,warmup,37365,16.267
747.650,warmup,37366,20.652
747.671,warmup,37367,21.065
747.688,warmup,37368,17.823
747.709,warmup,37369,20.816
747.730,warmup,37370,20.413
747.748,warmup,37371,18.724
747.769,warmup,37372,20.926
747.789,warmup,37373,19.803
747.810,warmup,37374,20.744
747.830,warmup,37375,20.063
747.850,warmup,37376,20.005
747.870,warmup,37377,19.997
747.893,warmup,37378,22.655
747.909,warmup,37379,16.283
747.930,warmup,37380,21.087
747.950,warmup,37381,20.151
747.969,warmup,37382,18.818
747.990,warmup,37383,21.184
748.011,warmup,37384,20.504
748.030,warmup,37385,19.727
748.050,warmup,37386,20.036
748.069,warmup,37387,19.034
748.089,warmup,37388,19.541
748.109,warmup,37389,20.487
748.129,warmup,37390,19.463
748.149,warmup,37391,20.565
748.172,warmup,37392,22.048
748.189,warmup,37393,17.209
748.209,warmup,37394,20.634
748.230,warmup,37395,20.940
748.249,warmup,37396,19.182
748.270,warmup,37397,20.325
748.290,warmup,37398,20.203
748.309,warmup,37399,18.649
748.330,warmup,37400,20.975
748.350,warmup,37401,19.988
748.369,warmup,37402,19.499
748.390,warmup,37403,20.481
748.408,warmup,37404,18.672
748.429,warmup,37405,21.203
748.452,warmup,37406,22.433
748.470,warmup,37407,18.284
748.491,warmup,37408,20.682
748.511,warmup,37409,19.809
748.529,warmup,37410,18.195
748.550,warmup,37411,20.793
748.570,warmup,37412,20.039
748.590,warmup,37413,20.635
748.609,warmup,37414,19.052
748.629,warmup,37415,19.857
748.650,warmup,37416,20.279
748.669,warmup,37417,19.542
748.689,warmup,37418,20.422
748.711,warmup,37419,21.494
748.732,warmup,37420,21.438
748.748,warmup,37421,16.009
748.769,warmup,37422,20.947
748.791,warmup,37423,21.699
748.810,warmup,37424,18.926
748.830,warmup,37425,20.061
748.850,warmup,37426,19.749
748.869,warmup,37427,19.419
748.890,warmup,37428,20.610
748.909,warmup,37429,18.920
748.931,warmup,37430,22.155
748.949,warmup,37431,18.318
748.969,warmup,37432,19.665
748.990,warmup,37433,21.197
749.012,warmup,37434,22.205
749.029,warmup,37435,16.823
749.050,warmup,37436,20.413
749.071,warmup,37437,20.966
749.089,warmup,37438,18.746
749.110,warmup,37439,20.348
749.131,warmup,37440,21.240
749.149,warmup,37441,17.927
749.170,warmup,37442,20.902
749.189,warmup,37443,19.436
749.209,warmup,37444,19.522
749.230,warmup,37445,21.250
749.249,warmup,37446,18.737
749.269,warmup,37447,20.313
749.293,warmup,37448,23.892
749.310,warmup,37449,17.215
749.330,warmup,37450,19.735
749.350,warmup,37451,20.183
749.370,warmup,37452,19.724
749.389,warmup,37453,18.960
749.410,warmup,37454,21.588
749.430,warmup,37455,19.521
749.449,warmup,37456,19.555
749.470,warmup,37457,20.588
749.490,warmup,37458,20.024
749.510,warmup,37459,20.114
749.529,warmup,37460,19.091
749.549,warmup,37461,20.193
749.572,warmup,37462,22.543
749.589,warmup,37463,16.806
749.609,warmup,37464,20.546
749.630,warmup,37465,21.065
749.649,warmup,37466,18.488
749.669,warmup,37467,20.559
749.690,warmup,37468,20.942
749.709,warmup,37469,19.142
749.730,warmup,37470,20.559
749.749,warmup,37471,19.096
749.770,warmup,37472,20.772
749.790,warmup,37473,19.867
749.808,warmup,37474,17.946
749.829,warmup,37475,21.841
749.853,warmup,37476,23.322
749.869,warmup,37477,15.856
749.890,warmup,37478,21.313
749.910,warmup,37479,20.070
749.930,warmup,37480,20.056
749.950,warmup,37481,19.790
749.971,warmup,37482,20.708
749.990,warmup,37483,19.504
750.011,warmup,37484,21.016
750.031,warmup,37485,19.860
750.049,warmup,37486,18.420
750.069,warmup,37487,20.091
750.089,warmup,37488,19.339
750.109,warmup,37489,19.955
750.133,warmup,37490,23.811
750.150,warmup,37491,17.200
750.170,warmup,37492,19.999
750.191,warmup,37493,20.984
750.210,warmup,37494,18.833
750.230,warmup,37495,20.297
750.251,warmup,37496,20.813
750.269,warmup,37497,18.083
750.290,warmup,37498,21.409
750.310,warmup,37499,19.744
750.329,warmup,37500,18.806
750.350,warmup,37501,20.839
750.371,warmup,37502,20.948
750.389,warmup,37503,18.401
750.412,warmup,37504,23.542
750.428,warmup,37505,15.737
750.449,warmup,37506,21.094
750.471,warmup,37507,21.197
750.488,warmup,37508,17.860
750.510,warmup,37509,21.787
750.531,warmup,37510,20.681
750.550,warmup,37511,19.214
750.570,warmup,37512,20.006
750.590,warmup,37513,20.366
750.610,warmup,37514,19.641
750.630,warmup,37515,19.497
750.649,warmup,37516,19.103
750.669,warmup,37517,20.102
750.692,warmup,37518,23.509
750.710,warmup,37519,17.286
750.730,warmup,37520,20.075
750.751,warmup,37521,21.266
750.770,warmup,37522,18.656
750.790,warmup,37523,20.555
750.811,warmup,37524,20.683
750.830,warmup,37525,19.091
750.850,warmup,37526,19.919
750.869,warmup,37527,19.138
750.890,warmup,37528,20.959
750.911,warmup,37529,20.889
750.930,warmup,37530,19.076
750.951,warmup,37531,21.048
750.972,warmup,37532,21.262
750.989,warmup,37533,16.978
751.011,warmup,37534,22.027
751.032,warmup,37535,21.151
751.049,warmup,37536,16.468
751.069,warmup,37537,19.965
751.092,warmup,37538,22.828
751.109,warmup,37539,17.580
751.130,warmup,37540,20.920
751.149,warmup,37541,18.777
751.169,warmup,37542,20.209
751.191,warmup,37543,21.862
751.209,warmup,37544,17.906
751.230,warmup,37545,21.410
751.252,warmup,37546,21.989
751.269,warmup,37547,16.950
751.291,warmup,37548,21.799
751.312,warmup,37549,20.689
751.329,warmup,37550,17.345
751.350,warmup,37551,20.770
751.372,warmup,37552,21.888
751.389,warmup,37553,17.328
751.410,warmup,37554,21.053
751.429,warmup,37555,18.894
751.449,warmup,37556,20.261
751.470,warmup,37557,21.140
751.488,warmup,37558,17.911
751.510,warmup,37559,21.643
751.534,warmup,37560,24.130
751.550,warmup,37561,15.734
751.570,warmup,37562,20.288
751.591,warmup,37563,21.145
751.609,warmup,37564,17.945
